roomNumber,bin,room_entry_sequence,sorted_sequence_position,user_id,prev_entry_time,curr_entry_time,true_critical_section_start,true_critical_section_end,prev_people,curr_people,expected_curr_by_sequence,actual_curr_people,curr_sequence_diff,anomaly_type,true_critical_section_duration,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end,true_critical_section_duration_nanos,contention_group_size,contention_user_ids,intervening_users_in_critical_section,intervening_user_count_critical
1245,2,23,0,yhjj861,2025-07-21 03:24:46.329437+00:00,2025-07-21 03:24:46.329437+00:00,,,23,24,0,0,0,,,2709034085200,2709034137100,51900,1,yhjj861,,0
1245,2,24,0,yhjj826,2025-07-21 03:24:46.329437+00:00,2025-07-21 03:24:46.329437+00:00,,,24,25,0,0,0,,,2709035091500,2709035172900,81400,1,yhjj826,,0
1245,2,25,0,yhjj899,2025-07-21 03:24:46.339407+00:00,2025-07-21 03:24:46.339407+00:00,,,25,26,0,0,0,,,2709041644400,2709041695900,51500,1,yhjj899,,0
1245,2,26,0,yhjj839,2025-07-21 03:24:46.339407+00:00,2025-07-21 03:24:46.339407+00:00,,,26,27,0,0,0,,,2709050067000,2709050122500,55500,1,yhjj839,,0
1245,2,27,0,yhjj908,2025-07-21 03:24:46.339407+00:00,2025-07-21 03:24:46.339407+00:00,,,27,28,0,0,0,,,2709050191300,2709050514600,323300,1,yhjj908,,0
1245,2,28,0,yhjj973,2025-07-21 03:24:46.339407+00:00,2025-07-21 03:24:46.339407+00:00,,,28,29,0,0,0,,,2709050544800,2709050611700,66900,1,yhjj973,,0
1245,2,29,0,yhjj842,2025-07-21 03:24:46.350113+00:00,2025-07-21 03:24:46.350113+00:00,,,29,30,0,0,0,,,2709053990500,2709054057300,66800,1,yhjj842,,0
1245,2,30,0,yhjj854,2025-07-21 03:24:46.350113+00:00,2025-07-21 03:24:46.350113+00:00,,,30,31,0,0,0,,,2709054847600,2709054906800,59200,1,yhjj854,,0
1245,2,31,0,yhjj850,2025-07-21 03:24:46.354797+00:00,2025-07-21 03:24:46.354797+00:00,,,31,32,0,0,0,,,2709057640800,2709057692000,51200,1,yhjj850,,0
1245,2,32,0,yhjj827,2025-07-21 03:24:46.354797+00:00,2025-07-21 03:24:46.354797+00:00,,,32,33,0,0,0,,,2709057765800,2709057838800,73000,1,yhjj827,,0
1245,2,33,0,yhjj856,2025-07-21 03:24:46.356804+00:00,2025-07-21 03:24:46.356804+00:00,,,33,34,0,0,0,,,2709058860600,2709058920000,59400,1,yhjj856,,0
1245,2,34,0,yhjj857,2025-07-21 03:24:46.357456+00:00,2025-07-21 03:24:46.357456+00:00,,,34,35,0,0,0,,,2709060639600,2709060692800,53200,1,yhjj857,,0
1245,2,35,0,yhjj890,2025-07-21 03:24:46.357456+00:00,2025-07-21 03:24:46.357456+00:00,,,35,36,0,0,0,,,2709060893400,2709060961500,68100,1,yhjj890,,0
1245,2,36,0,yhjj925,2025-07-21 03:24:46.357456+00:00,2025-07-21 03:24:46.357456+00:00,,,36,37,0,0,0,,,2709061400100,2709061461100,61000,1,yhjj925,,0
1245,2,37,0,yhjj872,2025-07-21 03:24:46.360393+00:00,2025-07-21 03:24:46.360393+00:00,,,37,38,0,0,0,,,2709062421900,2709062477800,55900,1,yhjj872,,0
1245,2,38,0,yhjj929,2025-07-21 03:24:46.360393+00:00,2025-07-21 03:24:46.360393+00:00,,,38,39,0,0,0,,,2709063247500,2709063308000,60500,1,yhjj929,,0
1245,2,39,0,yhjj855,2025-07-21 03:24:46.360393+00:00,2025-07-21 03:24:46.360393+00:00,,,39,40,0,0,0,,,2709063900600,2709063953500,52900,1,yhjj855,,0
1245,2,40,0,yhjj829,2025-07-21 03:24:46.360393+00:00,2025-07-21 03:24:46.360393+00:00,,,40,41,0,0,0,,,2709067192800,2709067250600,57800,1,yhjj829,,0
1245,3,41,0,yhjj843,2025-07-21 03:24:46.365855+00:00,2025-07-21 03:24:46.365855+00:00,,,41,42,0,0,0,,,2709067994400,2709068052600,58200,1,yhjj843,,0
1245,3,42,0,yhjj884,2025-07-21 03:24:46.365855+00:00,2025-07-21 03:24:46.365855+00:00,,,42,43,0,0,0,,,2709069712900,2709069770200,57300,1,yhjj884,,0
1245,3,43,0,yhjj907,2025-07-21 03:24:46.365855+00:00,2025-07-21 03:24:46.365855+00:00,,,43,44,0,0,0,,,2709070979400,2709071044700,65300,1,yhjj907,,0
1245,3,44,0,yhjj958,2025-07-21 03:24:46.365855+00:00,2025-07-21 03:24:46.365855+00:00,,,44,45,0,0,0,,,2709072037400,2709072100600,63200,1,yhjj958,,0
1245,3,45,0,yhjj940,2025-07-21 03:24:46.365855+00:00,2025-07-21 03:24:46.365855+00:00,,,45,46,0,0,0,,,2709072191400,2709072243100,51700,1,yhjj940,,0
1245,3,46,0,yhjj886,2025-07-21 03:24:46.371902+00:00,2025-07-21 03:24:46.371902+00:00,,,46,47,0,0,0,,,2709075495900,2709075561400,65500,1,yhjj886,,0
1245,3,47,0,yhjj926,2025-07-21 03:24:46.371902+00:00,2025-07-21 03:24:46.371902+00:00,,,47,48,0,0,0,,,2709076579200,2709076641200,62000,1,yhjj926,,0
1245,3,48,0,yhjj956,2025-07-21 03:24:46.371902+00:00,2025-07-21 03:24:46.371902+00:00,,,48,49,0,0,0,,,2709077085900,2709077138500,52600,1,yhjj956,,0
1245,3,49,0,yhjj912,2025-07-21 03:24:46.371902+00:00,2025-07-21 03:24:46.371902+00:00,,,49,50,0,0,0,,,2709077338800,2709077464700,125900,1,yhjj912,,0
1245,3,50,0,yhjj964,2025-07-21 03:24:46.371902+00:00,2025-07-21 03:24:46.371902+00:00,,,50,51,0,0,0,,,2709077550900,2709077633400,82500,1,yhjj964,,0
1245,3,51,0,yhjj922,2025-07-21 03:24:46.371902+00:00,2025-07-21 03:24:46.371902+00:00,,,51,52,0,0,0,,,2709077741100,2709077791700,50600,1,yhjj922,,0
1245,3,52,0,yhjj909,2025-07-21 03:24:46.376234+00:00,2025-07-21 03:24:46.376234+00:00,,,52,53,0,0,0,,,2709078533600,2709078597600,64000,1,yhjj909,,0
1245,3,53,0,yhjj1017,2025-07-21 03:24:46.376699+00:00,2025-07-21 03:24:46.376699+00:00,,,53,54,0,0,0,,,2709079865600,2709079927700,62100,1,yhjj1017,,0
1245,3,54,0,yhjj852,2025-07-21 03:24:46.376699+00:00,2025-07-21 03:24:46.376699+00:00,,,54,55,0,0,0,,,2709080237900,2709080297600,59700,1,yhjj852,,0
1245,3,55,0,yhjj862,2025-07-21 03:24:46.379800+00:00,2025-07-21 03:24:46.379800+00:00,,,55,56,0,0,0,,,2709082179100,2709082335400,156300,1,yhjj862,,0
1245,3,56,0,yhjj966,2025-07-21 03:24:46.379800+00:00,2025-07-21 03:24:46.379800+00:00,,,56,57,0,0,0,,,2709082436300,2709082634700,198400,1,yhjj966,,0
1245,3,57,0,yhjj880,2025-07-21 03:24:46.379800+00:00,2025-07-21 03:24:46.379800+00:00,,,57,58,0,0,0,,,2709082969700,2709083041900,72200,1,yhjj880,,0
1245,3,58,0,yhjj924,2025-07-21 03:24:46.379800+00:00,2025-07-21 03:24:46.379800+00:00,,,58,59,0,0,0,,,2709083147300,2709083285700,138400,1,yhjj924,,0
1245,3,59,0,yhjj851,2025-07-21 03:24:46.379800+00:00,2025-07-21 03:24:46.379800+00:00,,,59,60,0,0,0,,,2709083362400,2709083440800,78400,1,yhjj851,,0
1245,3,60,0,yhjj953,2025-07-21 03:24:46.382130+00:00,2025-07-21 03:24:46.382130+00:00,,,60,61,0,0,0,,,2709084264900,2709084397900,133000,1,yhjj953,,0
1245,4,61,0,yhjj1013,2025-07-21 03:24:46.382130+00:00,2025-07-21 03:24:46.382597+00:00,,,61,62,0,0,0,,,2709084434500,2709084630000,195500,1,yhjj1013,,0
1245,4,62,0,yhjj992,2025-07-21 03:24:46.382597+00:00,2025-07-21 03:24:46.382597+00:00,,,62,63,0,0,0,,,2709085015300,2709085077500,62200,1,yhjj992,,0
1245,4,63,0,yhjj914,2025-07-21 03:24:46.384135+00:00,2025-07-21 03:24:46.384135+00:00,,,63,64,0,0,0,,,2709086242300,2709086293700,51400,1,yhjj914,,0
1245,4,64,0,yhjj939,2025-07-21 03:24:46.384135+00:00,2025-07-21 03:24:46.384135+00:00,,,64,65,0,0,0,,,2709088067300,2709088138300,71000,1,yhjj939,,0
1245,4,65,0,yhjj919,2025-07-21 03:24:46.384135+00:00,2025-07-21 03:24:46.384135+00:00,,,65,66,0,0,0,,,2709088243100,2709088307700,64600,1,yhjj919,,0
1245,4,66,0,yhjj875,2025-07-21 03:24:46.384135+00:00,2025-07-21 03:24:46.384135+00:00,,,66,67,0,0,0,,,2709088429500,2709088573000,143500,1,yhjj875,,0
1245,4,67,0,yhjj860,2025-07-21 03:24:46.384135+00:00,2025-07-21 03:24:46.384135+00:00,,,67,68,0,0,0,,,2709088733000,2709088805100,72100,1,yhjj860,,0
1245,4,68,0,yhjj1004,2025-07-21 03:24:46.384135+00:00,2025-07-21 03:24:46.384135+00:00,,,68,69,0,0,0,,,2709088915000,2709089169900,254900,1,yhjj1004,,0
1245,4,69,0,yhjj895,2025-07-21 03:24:46.384135+00:00,2025-07-21 03:24:46.384135+00:00,,,69,70,0,0,0,,,2709089267800,2709089587300,319500,1,yhjj895,,0
1245,4,70,0,yhjj1001,2025-07-21 03:24:46.387659+00:00,2025-07-21 03:24:46.388127+00:00,,,70,71,0,0,0,,,2709090077300,2709090211400,134100,1,yhjj1001,,0
1245,4,71,0,yhjj993,2025-07-21 03:24:46.388127+00:00,2025-07-21 03:24:46.388127+00:00,,,71,72,0,0,0,,,2709090248700,2709090320700,72000,1,yhjj993,,0
1245,4,72,0,yhjj968,2025-07-21 03:24:46.388127+00:00,2025-07-21 03:24:46.388127+00:00,,,72,73,0,0,0,,,2709090508500,2709090757200,248700,1,yhjj968,,0
1245,4,73,0,yhjj863,2025-07-21 03:24:46.388127+00:00,2025-07-21 03:24:46.388127+00:00,,,73,74,0,0,0,,,2709091453500,2709091526000,72500,1,yhjj863,,0
1245,4,74,0,yhjj963,2025-07-21 03:24:46.389610+00:00,2025-07-21 03:24:46.389610+00:00,,,74,75,0,0,0,,,2709093004300,2709093133200,128900,1,yhjj963,,0
1245,4,75,0,yhjj976,2025-07-21 03:24:46.389610+00:00,2025-07-21 03:24:46.389610+00:00,,,75,76,0,0,0,,,2709093295900,2709093380200,84300,1,yhjj976,,0
1245,4,76,0,yhjj866,2025-07-21 03:24:46.391633+00:00,2025-07-21 03:24:46.391633+00:00,,,76,77,0,0,0,,,2709093699000,2709093749500,50500,1,yhjj866,,0
1245,4,77,0,yhjj954,2025-07-21 03:24:46.391633+00:00,2025-07-21 03:24:46.391633+00:00,,,77,78,0,0,0,,,2709094556400,2709094612900,56500,1,yhjj954,,0
1245,4,78,0,yhjj844,2025-07-21 03:24:46.392879+00:00,2025-07-21 03:24:46.392879+00:00,,,78,79,0,0,0,,,2709094997600,2709095060700,63100,1,yhjj844,,0
1245,4,79,0,yhjj986,2025-07-21 03:24:46.393851+00:00,2025-07-21 03:24:46.393851+00:00,,,79,80,0,0,0,,,2709096542200,2709096655300,113100,1,yhjj986,,0
1245,4,80,0,yhjj864,2025-07-21 03:24:46.393851+00:00,2025-07-21 03:24:46.393851+00:00,,,80,81,0,0,0,,,2709096729800,2709096832700,102900,1,yhjj864,,0
1245,5,81,0,yhjj1015,2025-07-21 03:24:46.393851+00:00,2025-07-21 03:24:46.393851+00:00,,,81,82,0,0,0,,,2709096875700,2709096950900,75200,1,yhjj1015,,0
1245,5,82,0,yhjj960,2025-07-21 03:24:46.393851+00:00,2025-07-21 03:24:46.393851+00:00,,,82,83,0,0,0,,,2709097127700,2709097175600,47900,1,yhjj960,,0
1245,5,83,0,yhjj894,2025-07-21 03:24:46.393851+00:00,2025-07-21 03:24:46.393851+00:00,,,83,84,0,0,0,,,2709097415300,2709097475900,60600,1,yhjj894,,0
1245,5,84,0,yhjj888,2025-07-21 03:24:46.393851+00:00,2025-07-21 03:24:46.393851+00:00,,,84,85,0,0,0,,,2709097534300,2709097614300,80000,1,yhjj888,,0
1245,5,85,0,yhjj820,2025-07-21 03:24:46.393851+00:00,2025-07-21 03:24:46.393851+00:00,,,85,86,0,0,0,,,2709097787600,2709097835500,47900,1,yhjj820,,0
1245,5,86,0,yhjj957,2025-07-21 03:24:46.396575+00:00,2025-07-21 03:24:46.396575+00:00,,,86,87,0,0,0,,,2709098741100,2709098796300,55200,1,yhjj957,,0
1245,5,87,0,yhjj840,2025-07-21 03:24:46.396575+00:00,2025-07-21 03:24:46.396575+00:00,,,87,88,0,0,0,,,2709099370500,2709099438100,67600,1,yhjj840,,0
1245,5,88,0,yhjj941,2025-07-21 03:24:46.396575+00:00,2025-07-21 03:24:46.396575+00:00,,,88,89,0,0,0,,,2709100227100,2709100279900,52800,1,yhjj941,,0
1245,5,89,0,yhjj849,2025-07-21 03:24:46.396575+00:00,2025-07-21 03:24:46.396575+00:00,,,89,90,0,0,0,,,2709100382800,2709100451800,69000,1,yhjj849,,0
1245,5,90,0,yhjj974,2025-07-21 03:24:46.399783+00:00,2025-07-21 03:24:46.399783+00:00,,,90,91,0,0,0,,,2709101859500,2709101923200,63700,1,yhjj974,,0
1245,5,91,0,yhjj949,2025-07-21 03:24:46.399783+00:00,2025-07-21 03:24:46.399783+00:00,,,91,92,0,0,0,,,2709102275500,2709102344700,69200,1,yhjj949,,0
1245,5,92,0,yhjj893,2025-07-21 03:24:46.399783+00:00,2025-07-21 03:24:46.399783+00:00,,,92,93,0,0,0,,,2709102642600,2709102703700,61100,1,yhjj893,,0
1245,5,93,0,yhjj921,2025-07-21 03:24:46.399783+00:00,2025-07-21 03:24:46.399783+00:00,,,93,94,0,0,0,,,2709102758600,2709103103800,345200,1,yhjj921,,0
1245,5,94,0,yhjj947,2025-07-21 03:24:46.401616+00:00,2025-07-21 03:24:46.401616+00:00,,,94,95,0,0,0,,,2709103958000,2709104011700,53700,1,yhjj947,,0
1245,5,95,0,yhjj904,2025-07-21 03:24:46.401616+00:00,2025-07-21 03:24:46.401616+00:00,,,95,96,0,0,0,,,2709104090400,2709104205900,115500,1,yhjj904,,0
1245,5,96,0,yhjj906,2025-07-21 03:24:46.401616+00:00,2025-07-21 03:24:46.401616+00:00,,,96,97,0,0,0,,,2709104267700,2709104346300,78600,1,yhjj906,,0
1245,5,97,0,yhjj1011,2025-07-21 03:24:46.401616+00:00,2025-07-21 03:24:46.401616+00:00,,,97,98,0,0,0,,,2709104471200,2709104702000,230800,1,yhjj1011,,0
1245,5,98,0,yhjj1014,2025-07-21 03:24:46.403428+00:00,2025-07-21 03:24:46.403428+00:00,,,98,99,0,0,0,,,2709105548800,2709105610100,61300,1,yhjj1014,,0
1245,5,99,0,yhjj945,2025-07-21 03:24:46.403428+00:00,2025-07-21 03:24:46.403428+00:00,,,99,100,0,0,0,,,2709105710300,2709105855200,144900,1,yhjj945,,0
1245,5,100,0,yhjj1010,2025-07-21 03:24:46.403428+00:00,2025-07-21 03:24:46.403428+00:00,,,100,100,0,0,0,,,2709105951300,2709106008900,57600,1,yhjj1010,,0
1245,6,101,0,yhjj883,2025-07-21 03:24:46.403428+00:00,2025-07-21 03:24:46.403428+00:00,,,100,100,0,0,0,,,2709106898000,2709106927900,29900,1,yhjj883,,0
1245,6,102,0,yhjj881,2025-07-21 03:24:46.405052+00:00,2025-07-21 03:24:46.405052+00:00,,,100,100,0,0,0,,,2709107025300,2709107190200,164900,1,yhjj881,,0
1245,6,103,0,yhjj853,2025-07-21 03:24:46.405052+00:00,2025-07-21 03:24:46.405052+00:00,,,100,100,0,0,0,,,2709107332500,2709107414000,81500,1,yhjj853,,0
1245,6,104,0,yhjj917,2025-07-21 03:24:46.405052+00:00,2025-07-21 03:24:46.405052+00:00,,,100,100,0,0,0,,,2709107542200,2709107568400,26200,1,yhjj917,,0
1245,6,105,0,yhjj911,2025-07-21 03:24:46.405052+00:00,2025-07-21 03:24:46.405052+00:00,,,100,100,0,0,0,,,2709108494800,2709108533800,39000,1,yhjj911,,0
1245,6,106,0,yhjj982,2025-07-21 03:24:46.405052+00:00,2025-07-21 03:24:46.405052+00:00,,,100,100,0,0,0,,,2709108679400,2709108728700,49300,1,yhjj982,,0
1245,6,107,0,yhjj891,2025-07-21 03:24:46.405052+00:00,2025-07-21 03:24:46.407052+00:00,,,100,100,0,0,0,,,2709108954100,2709109388000,433900,1,yhjj891,,0
1245,6,108,0,yhjj975,2025-07-21 03:24:46.407052+00:00,2025-07-21 03:24:46.407052+00:00,,,100,100,0,0,0,,,2709109671700,2709109712200,40500,1,yhjj975,,0
1245,6,109,0,yhjj938,2025-07-21 03:24:46.407052+00:00,2025-07-21 03:24:46.407052+00:00,,,100,100,0,0,0,,,2709109831400,2709109921600,90200,1,yhjj938,,0
1245,6,110,0,yhjj916,2025-07-21 03:24:46.408462+00:00,2025-07-21 03:24:46.408462+00:00,,,100,100,0,0,0,,,2709111082500,2709111186500,104000,1,yhjj916,,0
1245,6,111,0,yhjj933,2025-07-21 03:24:46.408462+00:00,2025-07-21 03:24:46.408462+00:00,,,100,100,0,0,0,,,2709111337300,2709111480800,143500,1,yhjj933,,0
1245,6,112,0,yhjj882,2025-07-21 03:24:46.408462+00:00,2025-07-21 03:24:46.408462+00:00,,,100,100,0,0,0,,,2709111601900,2709111627100,25200,1,yhjj882,,0
1245,6,113,0,yhjj937,2025-07-21 03:24:46.408462+00:00,2025-07-21 03:24:46.408462+00:00,,,100,100,0,0,0,,,2709111699900,2709111779200,79300,1,yhjj937,,0
1245,6,114,0,yhjj915,2025-07-21 03:24:46.410206+00:00,2025-07-21 03:24:46.410206+00:00,,,100,100,0,0,0,,,2709112482400,2709112585100,102700,1,yhjj915,,0
1245,6,115,0,yhjj990,2025-07-21 03:24:46.410206+00:00,2025-07-21 03:24:46.410206+00:00,,,100,100,0,0,0,,,2709112701400,2709112765100,63700,1,yhjj990,,0
1245,6,116,0,yhjj870,2025-07-21 03:24:46.410206+00:00,2025-07-21 03:24:46.410206+00:00,,,100,100,0,0,0,,,2709112864300,2709112896600,32300,1,yhjj870,,0
1245,6,117,0,yhjj1003,2025-07-21 03:24:46.410206+00:00,2025-07-21 03:24:46.411164+00:00,,,100,100,0,0,0,,,2709112992800,2709113299400,306600,1,yhjj1003,,0
1245,6,118,0,yhjj996,2025-07-21 03:24:46.411164+00:00,2025-07-21 03:24:46.411164+00:00,,,100,100,0,0,0,,,2709113604400,2709113780900,176500,1,yhjj996,,0
1245,6,119,0,yhjj824,2025-07-21 03:24:46.411164+00:00,2025-07-21 03:24:46.411164+00:00,,,100,100,0,0,0,,,2709113930900,2709113963900,33000,1,yhjj824,,0
1245,6,120,0,yhjj950,2025-07-21 03:24:46.411164+00:00,2025-07-21 03:24:46.411164+00:00,,,100,100,0,0,0,,,2709114178800,2709114242300,63500,1,yhjj950,,0
1245,7,121,0,yhjj989,2025-07-21 03:24:46.412319+00:00,2025-07-21 03:24:46.412319+00:00,,,100,100,0,0,0,,,2709114431800,2709114492500,60700,1,yhjj989,,0
1245,7,122,0,yhjj838,2025-07-21 03:24:46.412319+00:00,2025-07-21 03:24:46.412319+00:00,,,100,100,0,0,0,,,2709115221900,2709115248100,26200,1,yhjj838,,0
1245,7,123,0,yhjj822,2025-07-21 03:24:46.412319+00:00,2025-07-21 03:24:46.412319+00:00,,,100,100,0,0,0,,,2709115399500,2709115522700,123200,1,yhjj822,,0
1245,7,124,0,yhjj1005,2025-07-21 03:24:46.413581+00:00,2025-07-21 03:24:46.413581+00:00,,,100,100,0,0,0,,,2709116083000,2709116134700,51700,1,yhjj1005,,0
1245,7,125,0,yhjj967,2025-07-21 03:24:46.413581+00:00,2025-07-21 03:24:46.413581+00:00,,,100,100,0,0,0,,,2709116399300,2709116728800,329500,1,yhjj967,,0
1245,7,126,0,yhjj951,2025-07-21 03:24:46.414850+00:00,2025-07-21 03:24:46.414850+00:00,,,100,100,0,0,0,,,2709116997600,2709117070800,73200,1,yhjj951,,0
1245,7,127,0,yhjj991,2025-07-21 03:24:46.414850+00:00,2025-07-21 03:24:46.414850+00:00,,,100,100,0,0,0,,,2709117716200,2709117937400,221200,1,yhjj991,,0
1245,7,128,0,yhjj962,2025-07-21 03:24:46.414850+00:00,2025-07-21 03:24:46.414850+00:00,,,100,100,0,0,0,,,2709118201000,2709118226700,25700,1,yhjj962,,0
1245,7,129,0,yhjj873,2025-07-21 03:24:46.414850+00:00,2025-07-21 03:24:46.414850+00:00,,,100,100,0,0,0,,,2709118413300,2709118473100,59800,1,yhjj873,,0
1245,7,130,0,yhjj983,2025-07-21 03:24:46.416532+00:00,2025-07-21 03:24:46.416532+00:00,,,100,100,0,0,0,,,2709118838700,2709118911500,72800,1,yhjj983,,0
1245,7,131,0,yhjj961,2025-07-21 03:24:46.416532+00:00,2025-07-21 03:24:46.416532+00:00,,,100,100,0,0,0,,,2709119010400,2709119069800,59400,1,yhjj961,,0
1245,7,132,0,yhjj923,2025-07-21 03:24:46.416532+00:00,2025-07-21 03:24:46.416532+00:00,,,100,100,0,0,0,,,2709119716700,2709119746900,30200,1,yhjj923,,0
1245,7,133,0,yhjj948,2025-07-21 03:24:46.417906+00:00,2025-07-21 03:24:46.417906+00:00,,,100,100,0,0,0,,,2709120189100,2709120244400,55300,1,yhjj948,,0
1245,7,134,0,yhjj836,2025-07-21 03:24:46.417906+00:00,2025-07-21 03:24:46.417906+00:00,,,100,100,0,0,0,,,2709120523800,2709120646000,122200,1,yhjj836,,0
1245,7,135,0,yhjj1002,2025-07-21 03:24:46.417906+00:00,2025-07-21 03:24:46.417906+00:00,,,100,100,0,0,0,,,2709120813100,2709120863900,50800,1,yhjj1002,,0
1245,7,136,0,yhjj1018,2025-07-21 03:24:46.417906+00:00,2025-07-21 03:24:46.417906+00:00,,,100,100,0,0,0,,,2709120975700,2709121016600,40900,1,yhjj1018,,0
1245,7,137,0,yhjj869,2025-07-21 03:24:46.419054+00:00,2025-07-21 03:24:46.419054+00:00,,,100,100,0,0,0,,,2709121330100,2709121357900,27800,1,yhjj869,,0
1245,7,138,0,yhjj896,2025-07-21 03:24:46.420042+00:00,2025-07-21 03:24:46.420042+00:00,,,100,100,0,0,0,,,2709123189600,2709123243000,53400,1,yhjj896,,0
1245,7,139,0,yhjj876,2025-07-21 03:24:46.420042+00:00,2025-07-21 03:24:46.420042+00:00,,,100,100,0,0,0,,,2709123647100,2709123754900,107800,1,yhjj876,,0
1245,7,140,0,yhjj979,2025-07-21 03:24:46.420042+00:00,2025-07-21 03:24:46.420042+00:00,,,100,100,0,0,0,,,2709123907800,2709123938000,30200,1,yhjj979,,0
1245,8,141,0,yhjj927,2025-07-21 03:24:46.420042+00:00,2025-07-21 03:24:46.420042+00:00,,,100,100,0,0,0,,,2709124012900,2709124112300,99400,1,yhjj927,,0
1245,8,142,0,yhjj1009,2025-07-21 03:24:46.422202+00:00,2025-07-21 03:24:46.422202+00:00,,,100,100,0,0,0,,,2709124183900,2709124434500,250600,1,yhjj1009,,0
1245,8,143,0,yhjj1008,2025-07-21 03:24:46.422202+00:00,2025-07-21 03:24:46.422202+00:00,,,100,100,0,0,0,,,2709124515700,2709124565800,50100,1,yhjj1008,,0
1245,8,144,0,yhjj1000,2025-07-21 03:24:46.422202+00:00,2025-07-21 03:24:46.422202+00:00,,,100,100,0,0,0,,,2709124726100,2709124780600,54500,1,yhjj1000,,0
1245,8,145,0,yhjj1006,2025-07-21 03:24:46.423701+00:00,2025-07-21 03:24:46.423701+00:00,,,100,100,0,0,0,,,2709125676600,2709125724100,47500,1,yhjj1006,,0
1245,8,146,0,yhjj930,2025-07-21 03:24:46.423701+00:00,2025-07-21 03:24:46.423701+00:00,,,100,100,0,0,0,,,2709126618300,2709126643600,25300,1,yhjj930,,0
1245,8,147,0,yhjj998,2025-07-21 03:24:46.423701+00:00,2025-07-21 03:24:46.423701+00:00,,,100,100,0,0,0,,,2709126852600,2709126884500,31900,1,yhjj998,,0
1245,8,148,0,yhjj910,2025-07-21 03:24:46.423701+00:00,2025-07-21 03:24:46.423701+00:00,,,100,100,0,0,0,,,2709127066000,2709127091300,25300,1,yhjj910,,0
1245,8,149,0,yhjj846,2025-07-21 03:24:46.423701+00:00,2025-07-21 03:24:46.423701+00:00,,,100,100,0,0,0,,,2709127263700,2709127314500,50800,1,yhjj846,,0
1245,8,150,0,yhjj871,2025-07-21 03:24:46.423701+00:00,2025-07-21 03:24:46.423701+00:00,,,100,100,0,0,0,,,2709127424100,2709127460300,36200,1,yhjj871,,0
1245,8,151,0,yhjj978,2025-07-21 03:24:46.425796+00:00,2025-07-21 03:24:46.425796+00:00,,,100,100,0,0,0,,,2709127778400,2709127848400,70000,1,yhjj978,,0
1245,8,152,0,yhjj928,2025-07-21 03:24:46.426401+00:00,2025-07-21 03:24:46.426401+00:00,,,100,100,0,0,0,,,2709128786200,2709129071600,285400,1,yhjj928,,0
1245,8,153,0,yhjj959,2025-07-21 03:24:46.426401+00:00,2025-07-21 03:24:46.426401+00:00,,,100,100,0,0,0,,,2709129245000,2709129289300,44300,1,yhjj959,,0
1245,8,154,0,yhjj969,2025-07-21 03:24:46.426401+00:00,2025-07-21 03:24:46.426401+00:00,,,100,100,0,0,0,,,2709129660600,2709129746900,86300,1,yhjj969,,0
1245,8,155,0,yhjj901,2025-07-21 03:24:46.426401+00:00,2025-07-21 03:24:46.426401+00:00,,,100,100,0,0,0,,,2709130021900,2709130168600,146700,1,yhjj901,,0
1245,8,156,0,yhjj985,2025-07-21 03:24:46.428425+00:00,2025-07-21 03:24:46.428425+00:00,,,100,100,0,0,0,,,2709130461400,2709130488300,26900,1,yhjj985,,0
1245,8,157,0,yhjj981,2025-07-21 03:24:46.428425+00:00,2025-07-21 03:24:46.428425+00:00,,,100,100,0,0,0,,,2709130966700,2709130991100,24400,1,yhjj981,,0
1245,8,158,0,yhjj997,2025-07-21 03:24:46.429118+00:00,2025-07-21 03:24:46.429118+00:00,,,100,100,0,0,0,,,2709131574000,2709131744100,170100,1,yhjj997,,0
1245,8,159,0,yhjj952,2025-07-21 03:24:46.429118+00:00,2025-07-21 03:24:46.429118+00:00,,,100,100,0,0,0,,,2709132293600,2709132340100,46500,1,yhjj952,,0
1245,8,160,0,yhjj971,2025-07-21 03:24:46.429118+00:00,2025-07-21 03:24:46.429118+00:00,,,100,100,0,0,0,,,2709132586800,2709132622500,35700,1,yhjj971,,0
1245,9,161,0,yhjj833,2025-07-21 03:24:46.430729+00:00,2025-07-21 03:24:46.430729+00:00,,,100,100,0,0,0,,,2709133164500,2709133208200,43700,1,yhjj833,,0
1245,9,162,0,yhjj955,2025-07-21 03:24:46.430729+00:00,2025-07-21 03:24:46.430729+00:00,,,100,100,0,0,0,,,2709133483500,2709133539200,55700,1,yhjj955,,0
1245,9,163,0,yhjj885,2025-07-21 03:24:46.430729+00:00,2025-07-21 03:24:46.432038+00:00,,,100,100,0,0,0,,,2709133961100,2709134045900,84800,1,yhjj885,,0
1245,9,164,0,yhjj995,2025-07-21 03:24:46.432038+00:00,2025-07-21 03:24:46.432038+00:00,,,100,100,0,0,0,,,2709134261300,2709134331200,69900,1,yhjj995,,0
1245,9,165,0,yhjj858,2025-07-21 03:24:46.432562+00:00,2025-07-21 03:24:46.432562+00:00,,,100,100,0,0,0,,,2709134826500,2709135089000,262500,1,yhjj858,,0
1245,9,166,0,yhjj980,2025-07-21 03:24:46.432562+00:00,2025-07-21 03:24:46.432562+00:00,,,100,100,0,0,0,,,2709135472800,2709135538600,65800,1,yhjj980,,0
