roomNumber,bin,room_entry_sequence,user_id,prev_entry_time,curr_entry_time,prev_people,curr_people,expected_people,max_people,anomaly_type,over_capacity_amount,over_capacity_curr,over_capacity_max,true_critical_section_start,true_critical_section_end,true_critical_section_duration,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end,true_critical_section_duration_nanos,contention_group_size,contention_user_ids,intervening_users_in_critical_section,intervening_user_count_critical
1183,6,117,yhjj998,2025-07-17 08:56:59.632640+00:00,2025-07-17 08:56:59.632640+00:00,100,100,,100,,0,0,0,,,,27201353256900,27201353290900,34000,1,yhjj998,,0
1183,6,118,yhjj936,2025-07-17 08:56:59.632640+00:00,2025-07-17 08:56:59.632640+00:00,100,100,,100,,0,0,0,,,,27201353394000,27201353426400,32400,1,yhjj936,,0
1183,6,119,yhjj856,2025-07-17 08:56:59.633639+00:00,2025-07-17 08:56:59.633639+00:00,100,100,,100,,0,0,0,,,,27201354627700,27201354655300,27600,1,yhjj856,,0
1183,6,120,yhjj1015,2025-07-17 08:56:59.635640+00:00,2025-07-17 08:56:59.635640+00:00,100,100,,100,,0,0,0,,,,27201356420300,27201356454700,34400,1,yhjj1015,,0
1183,7,121,yhjj885,2025-07-17 08:56:59.635640+00:00,2025-07-17 08:56:59.635640+00:00,100,100,,100,,0,0,0,,,,27201356674800,27201356691500,16700,1,yhjj885,,0
1183,7,122,yhjj996,2025-07-17 08:56:59.635640+00:00,2025-07-17 08:56:59.636640+00:00,100,100,,100,,0,0,0,,,,27201356767700,27201356930200,162500,1,yhjj996,,0
1183,7,123,yhjj983,2025-07-17 08:56:59.636640+00:00,2025-07-17 08:56:59.636640+00:00,100,100,,100,,0,0,0,,,,27201357251000,27201357304700,53700,1,yhjj983,,0
1183,7,124,yhjj873,2025-07-17 08:56:59.639639+00:00,2025-07-17 08:56:59.639639+00:00,100,100,,100,,0,0,0,,,,27201359997500,27201360025200,27700,1,yhjj873,,0
1183,7,125,yhjj929,2025-07-17 08:56:59.639639+00:00,2025-07-17 08:56:59.639639+00:00,100,100,,100,,0,0,0,,,,27201360215400,27201360422300,206900,1,yhjj929,,0
1183,7,126,yhjj871,2025-07-17 08:56:59.639639+00:00,2025-07-17 08:56:59.639639+00:00,100,100,,100,,0,0,0,,,,27201360602300,27201360647400,45100,1,yhjj871,,0
1183,7,127,yhjj839,2025-07-17 08:56:59.640640+00:00,2025-07-17 08:56:59.640640+00:00,100,100,,100,,0,0,0,,,,27201360899100,27201361306600,407500,1,yhjj839,,0
1183,7,128,yhjj881,2025-07-17 08:56:59.641640+00:00,2025-07-17 08:56:59.641640+00:00,100,100,,100,,0,0,0,,,,27201361977600,27201362030800,53200,1,yhjj881,,0
1183,7,129,yhjj961,2025-07-17 08:56:59.642641+00:00,2025-07-17 08:56:59.642641+00:00,100,100,,100,,0,0,0,,,,27201362831800,27201362957400,125600,1,yhjj961,,0
1183,7,130,yhjj914,2025-07-17 08:56:59.642641+00:00,2025-07-17 08:56:59.642641+00:00,100,100,,100,,0,0,0,,,,27201363099500,27201363120400,20900,1,yhjj914,,0
1183,7,131,yhjj967,2025-07-17 08:56:59.642641+00:00,2025-07-17 08:56:59.642641+00:00,100,100,,100,,0,0,0,,,,27201363249900,27201363268800,18900,1,yhjj967,,0
1183,7,132,yhjj946,2025-07-17 08:56:59.642641+00:00,2025-07-17 08:56:59.642641+00:00,100,100,,100,,0,0,0,,,,27201363351800,27201363371800,20000,1,yhjj946,,0
1183,7,133,yhjj972,2025-07-17 08:56:59.643640+00:00,2025-07-17 08:56:59.643640+00:00,100,100,,100,,0,0,0,,,,27201363931300,27201364010800,79500,1,yhjj972,,0
1183,7,134,yhjj960,2025-07-17 08:56:59.643640+00:00,2025-07-17 08:56:59.643640+00:00,100,100,,100,,0,0,0,,,,27201364543600,27201364568300,24700,1,yhjj960,,0
1183,7,135,yhjj980,2025-07-17 08:56:59.644641+00:00,2025-07-17 08:56:59.644641+00:00,100,100,,100,,0,0,0,,,,27201365517100,27201365533600,16500,1,yhjj980,,0
1183,7,136,yhjj971,2025-07-17 08:56:59.645640+00:00,2025-07-17 08:56:59.645640+00:00,100,100,,100,,0,0,0,,,,27201366283000,27201366494700,211700,1,yhjj971,,0
1183,7,137,yhjj848,2025-07-17 08:56:59.645640+00:00,2025-07-17 08:56:59.645640+00:00,100,100,,100,,0,0,0,,,,27201366604600,27201366629200,24600,1,yhjj848,,0
1183,7,138,yhjj890,2025-07-17 08:56:59.646640+00:00,2025-07-17 08:56:59.646640+00:00,100,100,,100,,0,0,0,,,,27201367193500,27201367220000,26500,1,yhjj890,,0
1183,7,139,yhjj920,2025-07-17 08:56:59.647640+00:00,2025-07-17 08:56:59.647640+00:00,100,100,,100,,0,0,0,,,,27201368123600,27201368142800,19200,1,yhjj920,,0
1183,7,140,yhjj955,2025-07-17 08:56:59.647640+00:00,2025-07-17 08:56:59.647640+00:00,100,100,,100,,0,0,0,,,,27201368466400,27201368516700,50300,1,yhjj955,,0
1183,8,141,yhjj908,2025-07-17 08:56:59.649640+00:00,2025-07-17 08:56:59.649640+00:00,100,100,,100,,0,0,0,,,,27201369818600,27201369840500,21900,1,yhjj908,,0
1183,8,142,yhjj921,2025-07-17 08:56:59.649640+00:00,2025-07-17 08:56:59.649640+00:00,100,100,,100,,0,0,0,,,,27201370171300,27201370195000,23700,1,yhjj921,,0
1183,8,143,yhjj949,2025-07-17 08:56:59.650641+00:00,2025-07-17 08:56:59.650641+00:00,100,100,,100,,0,0,0,,,,27201370971300,27201371038100,66800,1,yhjj949,,0
1183,8,144,yhjj992,2025-07-17 08:56:59.650641+00:00,2025-07-17 08:56:59.650641+00:00,100,100,,100,,0,0,0,,,,27201371426100,27201371449400,23300,1,yhjj992,,0
1183,8,145,yhjj835,2025-07-17 08:56:59.651639+00:00,2025-07-17 08:56:59.651639+00:00,100,100,,100,,0,0,0,,,,27201372011100,27201372034400,23300,1,yhjj835,,0
1183,8,146,yhjj888,2025-07-17 08:56:59.651639+00:00,2025-07-17 08:56:59.651639+00:00,100,100,,100,,0,0,0,,,,27201372325900,27201372349900,24000,1,yhjj888,,0
1183,8,147,yhjj959,2025-07-17 08:56:59.651639+00:00,2025-07-17 08:56:59.651639+00:00,100,100,,100,,0,0,0,,,,27201372503500,27201372519900,16400,1,yhjj959,,0
1183,8,148,yhjj933,2025-07-17 08:56:59.654640+00:00,2025-07-17 08:56:59.654640+00:00,100,100,,100,,0,0,0,,,,27201374875800,27201375060000,184200,1,yhjj933,,0
1183,8,149,yhjj1018,2025-07-17 08:56:59.654640+00:00,2025-07-17 08:56:59.654640+00:00,100,100,,100,,0,0,0,,,,27201375435500,27201375491500,56000,1,yhjj1018,,0
1183,8,150,yhjj948,2025-07-17 08:56:59.654640+00:00,2025-07-17 08:56:59.655639+00:00,100,100,,100,,0,0,0,,,,27201375599900,27201376164400,564500,1,yhjj948,,0
1183,8,151,yhjj990,2025-07-17 08:56:59.655639+00:00,2025-07-17 08:56:59.655639+00:00,100,100,,100,,0,0,0,,,,27201376565500,27201376623200,57700,1,yhjj990,,0
1183,8,152,yhjj901,2025-07-17 08:56:59.656640+00:00,2025-07-17 08:56:59.656640+00:00,100,100,,100,,0,0,0,,,,27201376886500,27201376948700,62200,1,yhjj901,,0
1183,8,153,yhjj1008,2025-07-17 08:56:59.658640+00:00,2025-07-17 08:56:59.658640+00:00,100,100,,100,,0,0,0,,,,27201379441300,27201379462200,20900,1,yhjj1008,,0
1183,8,154,yhjj843,2025-07-17 08:56:59.658640+00:00,2025-07-17 08:56:59.658640+00:00,100,100,,100,,0,0,0,,,,27201379666200,27201379692800,26600,1,yhjj843,,0
1183,8,155,yhjj891,2025-07-17 08:56:59.659638+00:00,2025-07-17 08:56:59.659638+00:00,100,100,,100,,0,0,0,,,,27201379983200,27201380002000,18800,1,yhjj891,,0
1183,8,156,yhjj943,2025-07-17 08:56:59.660639+00:00,2025-07-17 08:56:59.660639+00:00,100,100,,100,,0,0,0,,,,27201381755900,27201381772600,16700,1,yhjj943,,0
1183,8,157,yhjj987,2025-07-17 08:56:59.661639+00:00,2025-07-17 08:56:59.661639+00:00,100,100,,100,,0,0,0,,,,27201381989700,27201382061100,71400,1,yhjj987,,0
1183,8,158,yhjj964,2025-07-17 08:56:59.662640+00:00,2025-07-17 08:56:59.662640+00:00,100,100,,100,,0,0,0,,,,27201383166000,27201383574000,408000,1,yhjj964,,0
1183,8,159,yhjj870,2025-07-17 08:56:59.662640+00:00,2025-07-17 08:56:59.663640+00:00,100,100,,100,,0,0,0,,,,27201383770900,27201383814600,43700,1,yhjj870,,0
1183,8,160,yhjj894,2025-07-17 08:56:59.663640+00:00,2025-07-17 08:56:59.663640+00:00,100,100,,100,,0,0,0,,,,27201383941200,27201383958900,17700,1,yhjj894,,0
1183,9,161,yhjj975,2025-07-17 08:56:59.663640+00:00,2025-07-17 08:56:59.663640+00:00,100,100,,100,,0,0,0,,,,27201384095500,27201384158300,62800,1,yhjj975,,0
1183,9,162,yhjj877,2025-07-17 08:56:59.664641+00:00,2025-07-17 08:56:59.664641+00:00,100,100,,100,,0,0,0,,,,27201384927400,27201385015400,88000,1,yhjj877,,0
1183,9,163,yhjj1007,2025-07-17 08:56:59.664641+00:00,2025-07-17 08:56:59.664641+00:00,100,100,,100,,0,0,0,,,,27201385363600,27201385380500,16900,1,yhjj1007,,0
1183,9,164,yhjj940,2025-07-17 08:56:59.665640+00:00,2025-07-17 08:56:59.665640+00:00,100,100,,100,,0,0,0,,,,27201386413700,27201386504200,90500,1,yhjj940,,0
1183,9,165,yhjj863,2025-07-17 08:56:59.665640+00:00,2025-07-17 08:56:59.665640+00:00,100,100,,100,,0,0,0,,,,27201386647900,27201386663300,15400,1,yhjj863,,0
1183,9,166,yhjj995,2025-07-17 08:56:59.665640+00:00,2025-07-17 08:56:59.665640+00:00,100,100,,100,,0,0,0,,,,27201386712600,27201386765200,52600,1,yhjj995,,0
1183,9,167,yhjj976,2025-07-17 08:56:59.666641+00:00,2025-07-17 08:56:59.666641+00:00,100,100,,100,,0,0,0,,,,27201386845600,27201386959400,113800,1,yhjj976,,0
1183,9,168,yhjj1012,2025-07-17 08:56:59.667639+00:00,2025-07-17 08:56:59.667639+00:00,100,100,,100,,0,0,0,,,,27201388224600,27201388302600,78000,1,yhjj1012,,0
1183,9,169,yhjj1017,2025-07-17 08:56:59.667639+00:00,2025-07-17 08:56:59.667639+00:00,100,100,,100,,0,0,0,,,,27201388497100,27201388516400,19300,1,yhjj1017,,0
1183,9,170,yhjj883,2025-07-17 08:56:59.669638+00:00,2025-07-17 08:56:59.669638+00:00,100,100,,100,,0,0,0,,,,27201389877200,27201390238500,361300,1,yhjj883,,0
1183,9,171,yhjj962,2025-07-17 08:56:59.669638+00:00,2025-07-17 08:56:59.669638+00:00,100,100,,100,,0,0,0,,,,27201390452100,27201390486700,34600,1,yhjj962,,0
1183,9,172,yhjj970,2025-07-17 08:56:59.669638+00:00,2025-07-17 08:56:59.669638+00:00,100,100,,100,,0,0,0,,,,27201390569700,27201390642800,73100,1,yhjj970,,0
1183,9,173,yhjj968,2025-07-17 08:56:59.669638+00:00,2025-07-17 08:56:59.669638+00:00,100,100,,100,,0,0,0,,,,27201390763900,27201390783000,19100,1,yhjj968,,0
1183,9,174,yhjj974,2025-07-17 08:56:59.670641+00:00,2025-07-17 08:56:59.670641+00:00,100,100,,100,,0,0,0,,,,27201390901700,27201390980200,78500,1,yhjj974,,0
1183,9,175,yhjj930,2025-07-17 08:56:59.670641+00:00,2025-07-17 08:56:59.670641+00:00,100,100,,100,,0,0,0,,,,27201391066300,27201391087400,21100,1,yhjj930,,0
1183,9,176,yhjj956,2025-07-17 08:56:59.670641+00:00,2025-07-17 08:56:59.670641+00:00,100,100,,100,,0,0,0,,,,27201391370100,27201391418500,48400,1,yhjj956,,0
1183,9,177,yhjj820,2025-07-17 08:56:59.671641+00:00,2025-07-17 08:56:59.671641+00:00,100,100,,100,,0,0,0,,,,27201392083600,27201392099500,15900,1,yhjj820,,0
1183,9,178,yhjj868,2025-07-17 08:56:59.671641+00:00,2025-07-17 08:56:59.671641+00:00,100,100,,100,,0,0,0,,,,27201392548900,27201392602300,53400,1,yhjj868,,0
1183,9,179,yhjj924,2025-07-17 08:56:59.672640+00:00,2025-07-17 08:56:59.672640+00:00,100,100,,100,,0,0,0,,,,27201392869800,27201392888200,18400,1,yhjj924,,0
1183,9,180,yhjj1003,2025-07-17 08:56:59.672640+00:00,2025-07-17 08:56:59.672640+00:00,100,100,,100,,0,0,0,,,,27201393508600,27201393534500,25900,1,yhjj1003,,0
1183,10,181,yhjj872,2025-07-17 08:56:59.673641+00:00,2025-07-17 08:56:59.673641+00:00,100,100,,100,,0,0,0,,,,27201393952800,27201393988000,35200,1,yhjj872,,0
1183,10,182,yhjj882,2025-07-17 08:56:59.674640+00:00,2025-07-17 08:56:59.674640+00:00,100,100,,100,,0,0,0,,,,27201394880500,27201394984700,104200,1,yhjj882,,0
1183,10,183,yhjj1013,2025-07-17 08:56:59.674640+00:00,2025-07-17 08:56:59.674640+00:00,100,100,,100,,0,0,0,,,,27201395093200,27201395143000,49800,1,yhjj1013,,0
1183,10,184,yhjj834,2025-07-17 08:56:59.674640+00:00,2025-07-17 08:56:59.674640+00:00,100,100,,100,,0,0,0,,,,27201395237100,27201395277600,40500,1,yhjj834,,0
1183,10,185,yhjj852,2025-07-17 08:56:59.674640+00:00,2025-07-17 08:56:59.674640+00:00,100,100,,100,,0,0,0,,,,27201395369900,27201395388000,18100,1,yhjj852,,0
1183,10,186,yhjj977,2025-07-17 08:56:59.675641+00:00,2025-07-17 08:56:59.675641+00:00,100,100,,100,,0,0,0,,,,27201396505600,27201396540700,35100,1,yhjj977,,0
1183,10,187,yhjj1014,2025-07-17 08:56:59.676641+00:00,2025-07-17 08:56:59.676641+00:00,100,100,,100,,0,0,0,,,,27201397123700,27201397171900,48200,1,yhjj1014,,0
1183,10,188,yhjj973,2025-07-17 08:56:59.676641+00:00,2025-07-17 08:56:59.676641+00:00,100,100,,100,,0,0,0,,,,27201397418800,27201397451300,32500,1,yhjj973,,0
1183,10,189,yhjj1002,2025-07-17 08:56:59.676641+00:00,2025-07-17 08:56:59.676641+00:00,100,100,,100,,0,0,0,,,,27201397750600,27201397783900,33300,1,yhjj1002,,0
1183,10,190,yhjj937,2025-07-17 08:56:59.677650+00:00,2025-07-17 08:56:59.677650+00:00,100,100,,100,,0,0,0,,,,27201397998700,27201398056900,58200,1,yhjj937,,0
1183,10,191,yhjj893,2025-07-17 08:56:59.677650+00:00,2025-07-17 08:56:59.677650+00:00,100,100,,100,,0,0,0,,,,27201398274600,27201398291600,17000,1,yhjj893,,0
1183,10,192,yhjj896,2025-07-17 08:56:59.678641+00:00,2025-07-17 08:56:59.678641+00:00,100,100,,100,,0,0,0,,,,27201398861800,27201398882100,20300,1,yhjj896,,0
1183,10,193,yhjj1000,2025-07-17 08:56:59.678641+00:00,2025-07-17 08:56:59.678641+00:00,100,100,,100,,0,0,0,,,,27201399039300,27201399091000,51700,1,yhjj1000,,0
1183,10,194,yhjj939,2025-07-17 08:56:59.679642+00:00,2025-07-17 08:56:59.679642+00:00,100,100,,100,,0,0,0,,,,27201399914800,27201399938900,24100,1,yhjj939,,0
1183,10,195,yhjj830,2025-07-17 08:56:59.679642+00:00,2025-07-17 08:56:59.679642+00:00,100,100,,100,,0,0,0,,,,27201400778300,27201400796300,18000,1,yhjj830,,0
1183,10,196,yhjj978,2025-07-17 08:56:59.680642+00:00,2025-07-17 08:56:59.680642+00:00,100,100,,100,,0,0,0,,,,27201401127200,27201401154200,27000,1,yhjj978,,0
1183,10,197,yhjj931,2025-07-17 08:56:59.680642+00:00,2025-07-17 08:56:59.680642+00:00,100,100,,100,,0,0,0,,,,27201401206700,27201401231300,24600,1,yhjj931,,0
1183,10,198,yhjj953,2025-07-17 08:56:59.680642+00:00,2025-07-17 08:56:59.680642+00:00,100,100,,100,,0,0,0,,,,27201401300900,27201401354900,54000,1,yhjj953,,0
1183,10,199,yhjj919,2025-07-17 08:56:59.682641+00:00,2025-07-17 08:56:59.682641+00:00,100,100,,100,,0,0,0,,,,27201402973400,27201402989900,16500,1,yhjj919,,0
1183,10,200,yhjj906,2025-07-17 08:56:59.682641+00:00,2025-07-17 08:56:59.682641+00:00,100,100,,100,,0,0,0,,,,27201403159900,27201403250000,90100,1,yhjj906,,0
1184,1,1,yhjj827,2025-07-17 08:59:19.664086+00:00,2025-07-17 08:59:19.664086+00:00,1,2,2.0,100,,0,0,0,,,,27341384850300,27341384888400,38100,1,yhjj827,,0
1184,1,2,yhjj831,2025-07-17 08:59:19.667709+00:00,2025-07-17 08:59:19.667709+00:00,2,3,3.0,100,,0,0,0,,,,27341388420300,27341388533100,112800,1,yhjj831,,0
1184,1,3,yhjj864,2025-07-17 08:59:19.674254+00:00,2025-07-17 08:59:19.674254+00:00,3,4,4.0,100,,0,0,0,,,,27341395209100,27341395267500,58400,1,yhjj864,,0
1184,1,4,yhjj828,2025-07-17 08:59:19.685340+00:00,2025-07-17 08:59:19.685340+00:00,4,5,5.0,100,,0,0,0,,,,27341406072900,27341406106600,33700,1,yhjj828,,0
1184,1,5,yhjj822,2025-07-17 08:59:19.692125+00:00,2025-07-17 08:59:19.692125+00:00,5,6,6.0,100,,0,0,0,,,,27341412499100,27341412542600,43500,1,yhjj822,,0
1184,1,6,yhjj819,2025-07-17 08:59:19.692466+00:00,2025-07-17 08:59:19.692466+00:00,6,7,7.0,100,,0,0,0,,,,27341412660200,27341412708200,48000,1,yhjj819,,0
1184,1,7,yhjj843,2025-07-17 08:59:19.693467+00:00,2025-07-17 08:59:19.693467+00:00,7,8,8.0,100,,0,0,0,,,,27341413864600,27341413904300,39700,1,yhjj843,,0
1184,1,8,yhjj821,2025-07-17 08:59:19.693901+00:00,2025-07-17 08:59:19.693901+00:00,8,9,9.0,100,,0,0,0,,,,27341414082000,27341414494300,412300,1,yhjj821,,0
1184,1,9,yhjj854,2025-07-17 08:59:19.694642+00:00,2025-07-17 08:59:19.694642+00:00,9,10,10.0,100,,0,0,0,,,,27341414826400,27341414983800,157400,1,yhjj854,,0
1184,1,10,yhjj824,2025-07-17 08:59:19.698641+00:00,2025-07-17 08:59:19.698641+00:00,10,11,11.0,100,,0,0,0,,,,27341419270100,27341419302400,32300,1,yhjj824,,0
1184,1,11,yhjj834,2025-07-17 08:59:19.700231+00:00,2025-07-17 08:59:19.700231+00:00,11,12,12.0,100,,0,0,0,,,,27341420878300,27341420953600,75300,1,yhjj834,,0
1184,1,12,yhjj927,2025-07-17 08:59:19.701293+00:00,2025-07-17 08:59:19.701293+00:00,12,13,13.0,100,,0,0,0,,,,27341421578300,27341421628100,49800,1,yhjj927,,0
1184,1,13,yhjj873,2025-07-17 08:59:19.701293+00:00,2025-07-17 08:59:19.701293+00:00,13,14,14.0,100,,0,0,0,,,,27341421733900,27341421767000,33100,1,yhjj873,,0
1184,1,14,yhjj836,2025-07-17 08:59:19.701293+00:00,2025-07-17 08:59:19.701293+00:00,14,15,15.0,100,,0,0,0,,,,27341421849700,27341421916200,66500,1,yhjj836,,0
1184,1,15,yhjj838,2025-07-17 08:59:19.703369+00:00,2025-07-17 08:59:19.703369+00:00,15,16,16.0,100,,0,0,0,,,,27341423917700,27341424119000,201300,1,yhjj838,,0
1184,1,16,yhjj901,2025-07-17 08:59:19.703369+00:00,2025-07-17 08:59:19.703369+00:00,16,17,17.0,100,,0,0,0,,,,27341424253500,27341424301400,47900,1,yhjj901,,0
1184,1,17,yhjj863,2025-07-17 08:59:19.703369+00:00,2025-07-17 08:59:19.738961+00:00,17,18,18.0,100,,0,0,0,,,,27341424468500,27341459556800,35088300,1,yhjj863,,0
1184,1,18,yhjj856,2025-07-17 08:59:19.743154+00:00,2025-07-17 08:59:19.743154+00:00,18,19,19.0,100,,0,0,0,,,,27341463751100,27341463787700,36600,1,yhjj856,,0
1184,1,19,yhjj862,2025-07-17 08:59:19.743154+00:00,2025-07-17 08:59:19.743154+00:00,19,20,20.0,100,,0,0,0,,,,27341464060900,27341464129100,68200,1,yhjj862,,0
1184,1,20,yhjj923,2025-07-17 08:59:19.743154+00:00,2025-07-17 08:59:19.743154+00:00,20,21,21.0,100,,0,0,0,,,,27341464257800,27341464313800,56000,1,yhjj923,,0
1184,2,21,yhjj833,2025-07-17 08:59:19.748187+00:00,2025-07-17 08:59:19.748187+00:00,21,22,22.0,100,,0,0,0,,,,27341468883900,27341469010200,126300,1,yhjj833,,0
1184,2,22,yhjj888,2025-07-17 08:59:19.749195+00:00,2025-07-17 08:59:19.749195+00:00,22,23,23.0,100,,0,0,0,,,,27341469542300,27341469584600,42300,1,yhjj888,,0
1184,2,23,yhjj935,2025-07-17 08:59:19.751195+00:00,2025-07-17 08:59:19.751195+00:00,23,24,24.0,100,,0,0,0,,,,27341471848400,27341471897000,48600,1,yhjj935,,0
1184,2,24,yhjj887,2025-07-17 08:59:19.751195+00:00,2025-07-17 08:59:19.751195+00:00,24,25,25.0,100,,0,0,0,,,,27341472224500,27341472298800,74300,1,yhjj887,,0
1184,2,25,yhjj872,2025-07-17 08:59:19.752566+00:00,2025-07-17 08:59:19.752566+00:00,25,26,26.0,100,,0,0,0,,,,27341472770800,27341472879500,108700,1,yhjj872,,0
1184,2,26,yhjj886,2025-07-17 08:59:19.761949+00:00,2025-07-17 08:59:19.761949+00:00,26,27,27.0,100,,0,0,0,,,,27341482293600,27341482331400,37800,1,yhjj886,,0
1184,2,27,yhjj880,2025-07-17 08:59:19.768226+00:00,2025-07-17 08:59:19.768226+00:00,27,28,28.0,100,,0,0,0,,,,27341488700700,27341488748000,47300,1,yhjj880,,0
1184,2,28,yhjj919,2025-07-17 08:59:19.779182+00:00,2025-07-17 08:59:19.779182+00:00,28,29,29.0,100,,0,0,0,,,,27341500059800,27341500111800,52000,1,yhjj919,,0
1184,2,29,yhjj860,2025-07-17 08:59:19.789283+00:00,2025-07-17 08:59:19.789283+00:00,29,30,30.0,100,,0,0,0,,,,27341509691600,27341509729500,37900,1,yhjj860,,0
1184,2,30,yhjj867,2025-07-17 08:59:19.792272+00:00,2025-07-17 08:59:19.792272+00:00,30,31,31.0,100,,0,0,0,,,,27341512602700,27341512638400,35700,1,yhjj867,,0
1184,2,31,yhjj958,2025-07-17 08:59:19.794750+00:00,2025-07-17 08:59:19.794750+00:00,31,32,32.0,100,,0,0,0,,,,27341515337600,27341515390600,53000,1,yhjj958,,0
1184,2,32,yhjj848,2025-07-17 08:59:19.794750+00:00,2025-07-17 08:59:19.795430+00:00,32,33,33.0,100,,0,0,0,,,,27341515538100,27341515650200,112100,1,yhjj848,,0
1184,2,33,yhjj929,2025-07-17 08:59:19.795430+00:00,2025-07-17 08:59:19.795430+00:00,33,34,34.0,100,,0,0,0,,,,27341515723000,27341515846200,123200,1,yhjj929,,0
1184,2,34,yhjj921,2025-07-17 08:59:19.795430+00:00,2025-07-17 08:59:19.795430+00:00,34,35,35.0,100,,0,0,0,,,,27341516229900,27341516285700,55800,1,yhjj921,,0
1184,2,35,yhjj826,2025-07-17 08:59:19.796881+00:00,2025-07-17 08:59:19.796881+00:00,35,36,36.0,100,,0,0,0,,,,27341517891000,27341517931800,40800,1,yhjj826,,0
1184,2,36,yhjj959,2025-07-17 08:59:19.798432+00:00,2025-07-17 08:59:19.798432+00:00,36,37,37.0,100,,0,0,0,,,,27341518894000,27341518937900,43900,1,yhjj959,,0
1184,2,37,yhjj847,2025-07-17 08:59:19.800848+00:00,2025-07-17 08:59:19.800848+00:00,37,38,38.0,100,,0,0,0,,,,27341521903400,27341521949100,45700,1,yhjj847,,0
1184,2,38,yhjj941,2025-07-17 08:59:19.801897+00:00,2025-07-17 08:59:19.801897+00:00,38,39,39.0,100,,0,0,0,,,,27341522597400,27341522642500,45100,1,yhjj941,,0
1184,2,39,yhjj830,2025-07-17 08:59:19.806107+00:00,2025-07-17 08:59:19.806107+00:00,39,40,40.0,100,,0,0,0,,,,27341526339000,27341526413700,74700,1,yhjj830,,0
1184,2,40,yhjj960,2025-07-17 08:59:19.806107+00:00,2025-07-17 08:59:19.806107+00:00,40,41,41.0,100,,0,0,0,,,,27341526527500,27341526576500,49000,1,yhjj960,,0
1184,3,41,yhjj832,2025-07-17 08:59:19.807106+00:00,2025-07-17 08:59:19.807106+00:00,41,42,42.0,100,,0,0,0,,,,27341527369500,27341527515600,146100,1,yhjj832,,0
1184,3,42,yhjj842,2025-07-17 08:59:19.807106+00:00,2025-07-17 08:59:19.807106+00:00,42,43,43.0,100,,0,0,0,,,,27341527554400,27341527609300,54900,1,yhjj842,,0
1184,3,43,yhjj912,2025-07-17 08:59:19.808197+00:00,2025-07-17 08:59:19.808197+00:00,43,44,44.0,100,,0,0,0,,,,27341528908700,27341528948200,39500,1,yhjj912,,0
1184,3,44,yhjj914,2025-07-17 08:59:19.808197+00:00,2025-07-17 08:59:19.808197+00:00,44,45,45.0,100,,0,0,0,,,,27341529219100,27341529255300,36200,1,yhjj914,,0
1184,3,45,yhjj969,2025-07-17 08:59:19.809251+00:00,2025-07-17 08:59:19.809251+00:00,45,46,46.0,100,,0,0,0,,,,27341530182300,27341530232300,50000,1,yhjj969,,0
1184,3,46,yhjj884,2025-07-17 08:59:19.810344+00:00,2025-07-17 08:59:19.810344+00:00,46,47,47.0,100,,0,0,0,,,,27341530801700,27341530837700,36000,1,yhjj884,,0
1184,3,47,yhjj983,2025-07-17 08:59:19.812230+00:00,2025-07-17 08:59:19.812973+00:00,47,48,48.0,100,,0,0,0,,,,27341533110200,27341533174900,64700,1,yhjj983,,0
1184,3,48,yhjj897,2025-07-17 08:59:19.812973+00:00,2025-07-17 08:59:19.812973+00:00,48,49,49.0,100,,0,0,0,,,,27341533242500,27341533311100,68600,1,yhjj897,,0
1184,3,49,yhjj928,2025-07-17 08:59:19.812973+00:00,2025-07-17 08:59:19.813386+00:00,49,50,50.0,100,,0,0,0,,,,27341533554300,27341533599000,44700,1,yhjj928,,0
1184,3,50,yhjj902,2025-07-17 08:59:19.814361+00:00,2025-07-17 08:59:19.815096+00:00,50,51,51.0,100,,0,0,0,,,,27341535251400,27341535305200,53800,1,yhjj902,,0
1184,3,51,yhjj925,2025-07-17 08:59:19.816191+00:00,2025-07-17 08:59:19.816790+00:00,51,52,52.0,100,,0,0,0,,,,27341536950400,27341537030000,79600,1,yhjj925,,0
1184,3,52,yhjj844,2025-07-17 08:59:19.817466+00:00,2025-07-17 08:59:19.817466+00:00,52,53,53.0,100,,0,0,0,,,,27341538023700,27341538059000,35300,1,yhjj844,,0
1184,3,53,yhjj868,2025-07-17 08:59:19.817466+00:00,2025-07-17 08:59:19.817466+00:00,53,54,54.0,100,,0,0,0,,,,27341538211300,27341538255800,44500,1,yhjj868,,0
1184,3,54,yhjj977,2025-07-17 08:59:19.818858+00:00,2025-07-17 08:59:19.818858+00:00,54,55,55.0,100,,0,0,0,,,,27341539117200,27341539158500,41300,1,yhjj977,,0
1184,3,55,yhjj953,2025-07-17 08:59:19.818858+00:00,2025-07-17 08:59:19.818858+00:00,55,56,56.0,100,,0,0,0,,,,27341539225000,27341539263600,38600,1,yhjj953,,0
1184,3,56,yhjj981,2025-07-17 08:59:19.818858+00:00,2025-07-17 08:59:19.818858+00:00,56,57,57.0,100,,0,0,0,,,,27341539593600,27341539625100,31500,1,yhjj981,,0
1184,3,57,yhjj881,2025-07-17 08:59:19.819486+00:00,2025-07-17 08:59:19.819486+00:00,57,58,58.0,100,,0,0,0,,,,27341539706600,27341539771200,64600,1,yhjj881,,0
