roomNumber,bin,user_id,prev_people,curr_people,max_people,join_result,room_entry_sequence,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end,anomaly_type,over_capacity_amount,over_capacity_curr,over_capacity_max,contention_group_size,contention_user_ids
1303,4,yhjj827,69,74,100,SUCCESS,70,1117092510400,1117093287500,,0,0,0,2,"yhjj1015, yhjj827"
1303,4,yhjj949,69,70,100,SUCCESS,71,1117092603200,1117092655700,,0,0,0,3,"yhjj949, yhjj852, yhjj827"
1303,4,yhjj1017,71,72,100,SUCCESS,72,1117092823500,1117092951700,,0,0,0,2,"yhjj1017, yhjj827"
1303,4,yhjj1015,72,73,100,SUCCESS,73,1117093073600,1117093118600,,0,0,0,2,"yhjj1015, yhjj827"
1303,4,yhjj953,74,75,100,SUCCESS,74,1117093713300,1117093944800,,0,0,0,1,yhjj953
1303,4,yhjj888,75,76,100,SUCCESS,75,1117096705600,1117096765500,,0,0,0,1,yhjj888
1303,4,yhjj849,76,77,100,SUCCESS,76,1117097536800,1117097596500,,0,0,0,1,yhjj849
1303,4,yhjj993,77,78,100,SUCCESS,77,1117097828900,1117097974000,,0,0,0,1,yhjj993
1303,4,yhjj987,78,79,100,SUCCESS,78,1117098716900,1117098772000,,0,0,0,1,yhjj987
1303,4,yhjj942,79,80,100,SUCCESS,79,1117098938800,1117099546400,,0,0,0,1,yhjj942
1303,4,yhjj1003,80,85,100,SUCCESS,80,1117100814700,1117104309500,,0,0,0,5,"yhjj936, yhjj1003, yhjj880, yhjj916, yhjj855"
1303,5,yhjj963,80,81,100,SUCCESS,81,1117100930400,1117100991400,,0,0,0,2,"yhjj963, yhjj1003"
1303,5,yhjj972,81,82,100,SUCCESS,82,1117101112600,1117101190100,,0,0,0,2,"yhjj972, yhjj1003"
1303,5,yhjj992,82,83,100,SUCCESS,83,1117101467500,1117101520500,,0,0,0,2,"yhjj992, yhjj1003"
1303,5,yhjj880,83,88,100,SUCCESS,84,1117103014500,1117105907800,,0,0,0,4,"yhjj855, yhjj880, yhjj936, yhjj916"
1303,5,yhjj1013,83,84,100,SUCCESS,85,1117103248500,1117103348500,,0,0,0,3,"yhjj1013, yhjj1003, yhjj880"
1303,5,yhjj936,84,87,100,SUCCESS,86,1117103362100,1117105696000,,0,0,0,4,"yhjj855, yhjj880, yhjj936, yhjj916"
1303,5,yhjj916,85,90,100,SUCCESS,87,1117104916500,1117107806700,,0,0,0,2,"yhjj981, yhjj916"
1303,5,yhjj855,85,86,100,SUCCESS,88,1117105051000,1117105326200,,0,0,0,4,"yhjj855, yhjj880, yhjj936, yhjj916"
1303,5,yhjj981,88,89,100,SUCCESS,89,1117107462600,1117107708000,,0,0,0,2,"yhjj981, yhjj916"
1303,5,yhjj967,90,91,100,SUCCESS,90,1117112404200,1117112473100,,0,0,0,1,yhjj967
1303,5,yhjj1000,91,92,100,SUCCESS,91,1117112994300,1117113087800,,0,0,0,1,yhjj1000
1303,5,yhjj973,92,93,100,SUCCESS,92,1117113417000,1117113467500,,0,0,0,1,yhjj973
1303,5,yhjj869,93,94,100,SUCCESS,93,1117115661600,1117115720000,,0,0,0,1,yhjj869
1303,5,yhjj985,94,95,100,SUCCESS,94,1117117120100,1117117181300,,0,0,0,1,yhjj985
1303,5,yhjj986,95,96,100,SUCCESS,95,1117118374600,1117118441200,,0,0,0,1,yhjj986
1303,5,yhjj829,96,97,100,SUCCESS,96,1117122329800,1117122457100,,0,0,0,1,yhjj829
1303,5,yhjj930,97,98,100,SUCCESS,97,1117122554600,1117122601700,,0,0,0,1,yhjj930
1303,5,yhjj978,98,99,100,SUCCESS,98,1117123093700,1117123146500,,0,0,0,1,yhjj978
1303,5,yhjj917,99,100,100,SUCCESS,99,1117125393800,1117125449400,,0,0,0,1,yhjj917
1303,5,yhjj843,100,100,100,FAIL_OVER_CAPACITY,100,1117125520800,1117125721700,,0,0,0,2,"yhjj937, yhjj843"
1303,6,yhjj937,100,100,100,FAIL_OVER_CAPACITY,101,1117125643600,1117125751100,,0,0,0,2,"yhjj937, yhjj843"
1303,6,yhjj863,100,100,100,FAIL_OVER_CAPACITY,102,1117128022100,1117128076800,,0,0,0,1,yhjj863
1303,6,yhjj929,100,100,100,FAIL_OVER_CAPACITY,103,1117128881600,1117129553200,,0,0,0,2,"yhjj870, yhjj929"
1303,6,yhjj900,100,100,100,FAIL_OVER_CAPACITY,104,1117129043700,1117129172100,,0,0,0,2,"yhjj900, yhjj929"
1303,6,yhjj870,100,100,100,FAIL_OVER_CAPACITY,105,1117129280600,1117129371300,,0,0,0,2,"yhjj870, yhjj929"
1303,6,yhjj909,100,100,100,FAIL_OVER_CAPACITY,106,1117130088000,1117130142500,,0,0,0,1,yhjj909
1303,6,yhjj879,100,100,100,FAIL_OVER_CAPACITY,107,1117130308400,1117130387800,,0,0,0,1,yhjj879
1303,6,yhjj911,100,100,100,FAIL_OVER_CAPACITY,108,1117132207700,1117132301900,,0,0,0,2,"yhjj923, yhjj911"
1303,6,yhjj923,100,100,100,FAIL_OVER_CAPACITY,109,1117132274900,1117132440300,,0,0,0,2,"yhjj923, yhjj911"
1303,6,yhjj868,100,100,100,FAIL_OVER_CAPACITY,110,1117132906100,1117133175800,,0,0,0,1,yhjj868
1303,6,yhjj882,100,100,100,FAIL_OVER_CAPACITY,111,1117133665300,1117133753000,,0,0,0,1,yhjj882
1303,6,yhjj997,100,100,100,FAIL_OVER_CAPACITY,112,1117133905800,1117133957900,,0,0,0,1,yhjj997
1303,6,yhjj889,100,100,100,FAIL_OVER_CAPACITY,113,1117135015800,1117135079900,,0,0,0,1,yhjj889
1303,6,yhjj922,100,100,100,FAIL_OVER_CAPACITY,114,1117135099100,1117135152300,,0,0,0,1,yhjj922
1303,6,yhjj881,100,100,100,FAIL_OVER_CAPACITY,115,1117135315400,1117135380500,,0,0,0,1,yhjj881
1303,6,yhjj1011,100,100,100,FAIL_OVER_CAPACITY,116,1117136384300,1117136438500,,0,0,0,1,yhjj1011
1303,6,yhjj1010,100,100,100,FAIL_OVER_CAPACITY,117,1117136972800,1117137025200,,0,0,0,1,yhjj1010
1303,6,yhjj971,100,100,100,FAIL_OVER_CAPACITY,118,1117138255400,1117138317400,,0,0,0,1,yhjj971
1303,6,yhjj928,100,100,100,FAIL_OVER_CAPACITY,119,1117138853500,1117139746200,,0,0,0,1,yhjj928
1303,6,yhjj933,100,100,100,FAIL_OVER_CAPACITY,120,1117139944600,1117140002100,,0,0,0,1,yhjj933
1303,7,yhjj851,100,100,100,FAIL_OVER_CAPACITY,121,1117140414800,1117140478000,,0,0,0,1,yhjj851
1303,7,yhjj982,100,100,100,FAIL_OVER_CAPACITY,122,1117140781500,1117140908700,,0,0,0,1,yhjj982
1303,7,yhjj898,100,100,100,FAIL_OVER_CAPACITY,123,1117141315500,1117141365200,,0,0,0,1,yhjj898
1303,7,yhjj867,100,100,100,FAIL_OVER_CAPACITY,124,1117142838600,1117143307000,,0,0,0,6,"yhjj886, yhjj867, yhjj1001, yhjj984, yhjj873, yhjj1006"
1303,7,yhjj957,100,100,100,FAIL_OVER_CAPACITY,125,1117142937700,1117142983500,,0,0,0,2,"yhjj957, yhjj867"
1303,7,yhjj1001,100,100,100,FAIL_OVER_CAPACITY,126,1117143084900,1117143299500,,0,0,0,6,"yhjj886, yhjj867, yhjj1001, yhjj984, yhjj873, yhjj1006"
1303,7,yhjj886,100,100,100,FAIL_OVER_CAPACITY,127,1117143181700,1117143551400,,0,0,0,4,"yhjj1006, yhjj886, yhjj984, yhjj873"
1303,7,yhjj984,100,100,100,FAIL_OVER_CAPACITY,128,1117143422000,1117147151300,,0,0,0,3,"yhjj975, yhjj984, yhjj873"
1303,7,yhjj873,100,100,100,FAIL_OVER_CAPACITY,129,1117143465200,1117147102500,,0,0,0,3,"yhjj975, yhjj984, yhjj873"
1303,7,yhjj1006,100,100,100,FAIL_OVER_CAPACITY,130,1117143534500,1117143615300,,0,0,0,4,"yhjj1006, yhjj886, yhjj984, yhjj873"
1303,7,yhjj975,100,100,100,FAIL_OVER_CAPACITY,131,1117145165100,1117145345000,,0,0,0,3,"yhjj975, yhjj984, yhjj873"
1303,7,yhjj848,100,100,100,FAIL_OVER_CAPACITY,132,1117147754200,1117156773800,,0,0,0,2,"yhjj931, yhjj848"
1303,7,yhjj969,100,100,100,FAIL_OVER_CAPACITY,133,1117147907000,1117147946900,,0,0,0,2,"yhjj969, yhjj848"
1303,7,yhjj853,100,100,100,FAIL_OVER_CAPACITY,134,1117148799000,1117149337200,,0,0,0,2,"yhjj853, yhjj848"
1303,7,yhjj841,100,100,100,FAIL_OVER_CAPACITY,135,1117149546400,1117149586300,,0,0,0,2,"yhjj841, yhjj848"
1303,7,yhjj999,100,100,100,FAIL_OVER_CAPACITY,136,1117149673700,1117149714000,,0,0,0,2,"yhjj999, yhjj848"
1303,7,yhjj1018,100,100,100,FAIL_OVER_CAPACITY,137,1117151620300,1117151847400,,0,0,0,2,"yhjj1018, yhjj848"
1303,7,yhjj1009,100,100,100,FAIL_OVER_CAPACITY,138,1117152793000,1117153613400,,0,0,0,3,"yhjj968, yhjj848, yhjj1009"
1303,7,yhjj968,100,100,100,FAIL_OVER_CAPACITY,139,1117152906300,1117152970400,,0,0,0,3,"yhjj968, yhjj848, yhjj1009"
1303,7,yhjj872,100,100,100,FAIL_OVER_CAPACITY,140,1117154381300,1117154586200,,0,0,0,2,"yhjj872, yhjj848"
1303,8,yhjj921,100,100,100,FAIL_OVER_CAPACITY,141,1117154618500,1117154667600,,0,0,0,2,"yhjj921, yhjj848"
1303,8,yhjj983,100,100,100,FAIL_OVER_CAPACITY,142,1117154919400,1117155076900,,0,0,0,2,"yhjj983, yhjj848"
1303,8,yhjj931,100,100,100,FAIL_OVER_CAPACITY,143,1117155434100,1117155474100,,0,0,0,2,"yhjj931, yhjj848"
1303,8,yhjj959,100,100,100,FAIL_OVER_CAPACITY,144,1117157080500,1117157122200,,0,0,0,1,yhjj959
1303,8,yhjj1007,100,100,100,FAIL_OVER_CAPACITY,145,1117157580300,1117157673700,,0,0,0,1,yhjj1007
1303,8,yhjj976,100,100,100,FAIL_OVER_CAPACITY,146,1117158107200,1117158160500,,0,0,0,1,yhjj976
1303,8,yhjj966,100,100,100,FAIL_OVER_CAPACITY,147,1117159273700,1117159344000,,0,0,0,1,yhjj966
1303,8,yhjj914,100,100,100,FAIL_OVER_CAPACITY,148,1117159423500,1117159723000,,0,0,0,1,yhjj914
1303,8,yhjj877,100,100,100,FAIL_OVER_CAPACITY,149,1117160015600,1117162951200,,0,0,0,4,"yhjj989, yhjj877, yhjj1008, yhjj962"
1303,8,yhjj996,100,100,100,FAIL_OVER_CAPACITY,150,1117160090500,1117160140500,,0,0,0,2,"yhjj996, yhjj877"
1303,8,yhjj948,100,100,100,FAIL_OVER_CAPACITY,151,1117160536700,1117160576700,,0,0,0,2,"yhjj948, yhjj877"
1303,8,yhjj820,100,100,100,FAIL_OVER_CAPACITY,152,1117161115800,1117161165400,,0,0,0,2,"yhjj820, yhjj877"
1303,8,yhjj974,100,100,100,FAIL_OVER_CAPACITY,153,1117161778400,1117161899600,,0,0,0,21,"yhjj1008, yhjj877, yhjj974, yhjj962, yhjj965, yhjj899, yhjj989, yhjj871, yhjj947, yhjj896, yhjj902, yhjj946, yhjj956, yhjj952, yhjj850, yhjj887, yhjj990, yhjj935, yhjj941, yhjj979, yhjj954"
1303,8,yhjj1008,100,100,100,FAIL_OVER_CAPACITY,154,1117161879500,1117172317800,,0,0,0,8,"yhjj954, yhjj1008, yhjj962, yhjj947, yhjj896, yhjj850, yhjj990, yhjj935"
1303,8,yhjj962,100,100,100,FAIL_OVER_CAPACITY,155,1117161938700,1117177958100,,0,0,0,5,"yhjj945, yhjj962, yhjj850, yhjj990, yhjj935"
1303,8,yhjj965,100,100,100,FAIL_OVER_CAPACITY,156,1117161950500,1117161996300,,0,0,0,4,"yhjj965, yhjj877, yhjj1008, yhjj962"
1303,8,yhjj899,100,100,100,FAIL_OVER_CAPACITY,157,1117162133500,1117162169500,,0,0,0,4,"yhjj899, yhjj877, yhjj1008, yhjj962"
1303,8,yhjj989,100,100,100,FAIL_OVER_CAPACITY,158,1117162665800,1117162705200,,0,0,0,4,"yhjj989, yhjj877, yhjj1008, yhjj962"
1303,8,yhjj871,100,100,100,FAIL_OVER_CAPACITY,159,1117164109500,1117164301700,,0,0,0,17,"yhjj947, yhjj1008, yhjj962, yhjj871, yhjj896, yhjj902, yhjj946, yhjj956, yhjj952, yhjj850, yhjj887, yhjj990, yhjj935, yhjj941, yhjj979, yhjj954, yhjj950"
1303,8,yhjj947,100,100,100,FAIL_OVER_CAPACITY,160,1117164264300,1117173080900,,0,0,0,7,"yhjj950, yhjj962, yhjj947, yhjj896, yhjj850, yhjj990, yhjj935"
1303,9,yhjj896,100,100,100,FAIL_OVER_CAPACITY,161,1117164336100,1117175664700,,0,0,0,6,"yhjj943, yhjj962, yhjj896, yhjj850, yhjj990, yhjj935"
1303,9,yhjj902,100,100,100,FAIL_OVER_CAPACITY,162,1117167181700,1117167690100,,0,0,0,5,"yhjj902, yhjj1008, yhjj962, yhjj947, yhjj896"
1303,9,yhjj946,100,100,100,FAIL_OVER_CAPACITY,163,1117167880800,1117167929600,,0,0,0,5,"yhjj946, yhjj1008, yhjj962, yhjj947, yhjj896"
1303,9,yhjj956,100,100,100,FAIL_OVER_CAPACITY,164,1117168118200,1117168184600,,0,0,0,5,"yhjj956, yhjj1008, yhjj962, yhjj947, yhjj896"
1303,9,yhjj952,100,100,100,FAIL_OVER_CAPACITY,165,1117168312000,1117171181700,,0,0,0,9,"yhjj979, yhjj1008, yhjj962, yhjj947, yhjj896, yhjj952, yhjj850, yhjj990, yhjj935"
1303,9,yhjj850,100,100,100,FAIL_OVER_CAPACITY,166,1117168424500,1117179722800,,0,0,0,13,"yhjj912, yhjj850, yhjj935, yhjj858, yhjj910, yhjj926, yhjj1005, yhjj977, yhjj905, yhjj897, yhjj970, yhjj934, yhjj919"
1303,9,yhjj887,100,100,100,FAIL_OVER_CAPACITY,167,1117168509500,1117168552300,,0,0,0,7,"yhjj887, yhjj1008, yhjj962, yhjj947, yhjj896, yhjj952, yhjj850"
1303,9,yhjj990,100,100,100,FAIL_OVER_CAPACITY,168,1117168884300,1117178421800,,0,0,0,16,"yhjj1005, yhjj850, yhjj990, yhjj935, yhjj858, yhjj910, yhjj926, yhjj854, yhjj824, yhjj977, yhjj912, yhjj905, yhjj897, yhjj970, yhjj934, yhjj919"
1303,9,yhjj935,100,100,100,FAIL_OVER_CAPACITY,169,1117169096700,1117183619200,,0,0,0,6,"yhjj964, yhjj935, yhjj894, yhjj834, yhjj860, yhjj833"
1303,9,yhjj941,100,100,100,FAIL_OVER_CAPACITY,170,1117169875700,1117169923600,,0,0,0,9,"yhjj941, yhjj1008, yhjj962, yhjj947, yhjj896, yhjj952, yhjj850, yhjj990, yhjj935"
1303,9,yhjj979,100,100,100,FAIL_OVER_CAPACITY,171,1117170046600,1117170690500,,0,0,0,9,"yhjj979, yhjj1008, yhjj962, yhjj947, yhjj896, yhjj952, yhjj850, yhjj990, yhjj935"
1303,9,yhjj954,100,100,100,FAIL_OVER_CAPACITY,172,1117171929600,1117172013100,,0,0,0,8,"yhjj954, yhjj1008, yhjj962, yhjj947, yhjj896, yhjj850, yhjj990, yhjj935"
1303,9,yhjj950,100,100,100,FAIL_OVER_CAPACITY,173,1117172566600,1117172605700,,0,0,0,7,"yhjj950, yhjj962, yhjj947, yhjj896, yhjj850, yhjj990, yhjj935"
1303,9,yhjj1012,100,100,100,FAIL_OVER_CAPACITY,174,1117173825400,1117173878100,,0,0,0,6,"yhjj1012, yhjj962, yhjj896, yhjj850, yhjj990, yhjj935"
1303,9,yhjj943,100,100,100,FAIL_OVER_CAPACITY,175,1117174825000,1117174892300,,0,0,0,6,"yhjj943, yhjj962, yhjj896, yhjj850, yhjj990, yhjj935"
1303,9,yhjj945,100,100,100,FAIL_OVER_CAPACITY,176,1117175912100,1117175967700,,0,0,0,5,"yhjj945, yhjj962, yhjj850, yhjj990, yhjj935"
1303,9,yhjj858,100,100,100,FAIL_OVER_CAPACITY,177,1117178058700,1117180434700,,0,0,0,8,"yhjj905, yhjj935, yhjj858, yhjj910, yhjj926, yhjj1005, yhjj977, yhjj912"
1303,9,yhjj910,100,100,100,FAIL_OVER_CAPACITY,178,1117178150000,1117180943200,,0,0,0,7,"yhjj897, yhjj935, yhjj910, yhjj926, yhjj1005, yhjj977, yhjj912"
1303,9,yhjj926,100,100,100,FAIL_OVER_CAPACITY,179,1117178260500,1117182018800,,0,0,0,15,"yhjj894, yhjj935, yhjj926, yhjj970, yhjj919, yhjj1004, yhjj856, yhjj834, yhjj859, yhjj838, yhjj915, yhjj964, yhjj860, yhjj833, yhjj927"
1303,9,yhjj1005,100,100,100,FAIL_OVER_CAPACITY,180,1117178352100,1117181290300,,0,0,0,14,"yhjj919, yhjj935, yhjj926, yhjj1005, yhjj977, yhjj912, yhjj970, yhjj894, yhjj1004, yhjj856, yhjj834, yhjj859, yhjj838, yhjj915"
1303,10,yhjj854,100,100,100,FAIL_OVER_CAPACITY,181,1117178550800,1117178593400,,0,0,0,7,"yhjj854, yhjj850, yhjj935, yhjj858, yhjj910, yhjj926, yhjj1005"
1303,10,yhjj824,100,100,100,FAIL_OVER_CAPACITY,182,1117179143200,1117179186100,,0,0,0,7,"yhjj824, yhjj850, yhjj935, yhjj858, yhjj910, yhjj926, yhjj1005"
1303,10,yhjj977,100,100,100,FAIL_OVER_CAPACITY,183,1117179320900,1117181770300,,0,0,0,14,"yhjj919, yhjj935, yhjj926, yhjj1005, yhjj977, yhjj912, yhjj970, yhjj894, yhjj1004, yhjj856, yhjj834, yhjj859, yhjj838, yhjj915"
1303,10,yhjj912,100,100,100,FAIL_OVER_CAPACITY,184,1117179479500,1117181818400,,0,0,0,14,"yhjj919, yhjj935, yhjj926, yhjj1005, yhjj977, yhjj912, yhjj970, yhjj894, yhjj1004, yhjj856, yhjj834, yhjj859, yhjj838, yhjj915"
1303,10,yhjj905,100,100,100,FAIL_OVER_CAPACITY,185,1117179984800,1117180037700,,0,0,0,8,"yhjj905, yhjj935, yhjj858, yhjj910, yhjj926, yhjj1005, yhjj977, yhjj912"
1303,10,yhjj897,100,100,100,FAIL_OVER_CAPACITY,186,1117180797100,1117180837800,,0,0,0,7,"yhjj897, yhjj935, yhjj910, yhjj926, yhjj1005, yhjj977, yhjj912"
1303,10,yhjj970,100,100,100,FAIL_OVER_CAPACITY,187,1117180991300,1117182904500,,0,0,0,13,"yhjj834, yhjj935, yhjj970, yhjj919, yhjj894, yhjj1004, yhjj856, yhjj859, yhjj838, yhjj915, yhjj964, yhjj860, yhjj833"
1303,10,yhjj934,100,100,100,FAIL_OVER_CAPACITY,188,1117181088500,1117181135600,,0,0,0,7,"yhjj934, yhjj935, yhjj926, yhjj1005, yhjj977, yhjj912, yhjj970"
1303,10,yhjj919,100,100,100,FAIL_OVER_CAPACITY,189,1117181237500,1117183239200,,0,0,0,6,"yhjj915, yhjj935, yhjj919, yhjj894, yhjj834, yhjj838"
1303,10,yhjj894,100,100,100,FAIL_OVER_CAPACITY,190,1117181912100,1117184696500,,0,0,0,4,"yhjj927, yhjj894, yhjj860, yhjj833"
1303,10,yhjj1004,100,100,100,FAIL_OVER_CAPACITY,191,1117182130400,1117182622200,,0,0,0,13,"yhjj834, yhjj935, yhjj970, yhjj919, yhjj894, yhjj1004, yhjj856, yhjj859, yhjj838, yhjj915, yhjj964, yhjj860, yhjj833"
1303,10,yhjj856,100,100,100,FAIL_OVER_CAPACITY,192,1117182184000,1117182229100,,0,0,0,13,"yhjj834, yhjj935, yhjj970, yhjj919, yhjj894, yhjj1004, yhjj856, yhjj859, yhjj838, yhjj915, yhjj964, yhjj860, yhjj833"
1303,10,yhjj834,100,100,100,FAIL_OVER_CAPACITY,193,1117182209700,1117183770100,,0,0,0,6,"yhjj833, yhjj894, yhjj834, yhjj964, yhjj860, yhjj927"
1303,10,yhjj859,100,100,100,FAIL_OVER_CAPACITY,194,1117183059400,1117183217800,,0,0,0,7,"yhjj838, yhjj935, yhjj919, yhjj894, yhjj834, yhjj859, yhjj915"
1303,10,yhjj838,100,100,100,FAIL_OVER_CAPACITY,195,1117183172200,1117183279600,,0,0,0,6,"yhjj915, yhjj935, yhjj919, yhjj894, yhjj834, yhjj838"
1303,10,yhjj915,100,100,100,FAIL_OVER_CAPACITY,196,1117183233100,1117183277100,,0,0,0,6,"yhjj915, yhjj935, yhjj919, yhjj894, yhjj834, yhjj838"
1303,10,yhjj964,100,100,100,FAIL_OVER_CAPACITY,197,1117183383300,1117184461600,,0,0,0,6,"yhjj833, yhjj894, yhjj834, yhjj964, yhjj860, yhjj927"
1303,10,yhjj860,100,100,100,FAIL_OVER_CAPACITY,198,1117183727800,1117185093400,,0,0,0,4,"yhjj927, yhjj894, yhjj860, yhjj833"
1303,10,yhjj833,100,100,100,FAIL_OVER_CAPACITY,199,1117183737800,1117185525600,,0,0,0,4,"yhjj927, yhjj894, yhjj860, yhjj833"
1303,10,yhjj927,100,100,100,FAIL_OVER_CAPACITY,200,1117184470400,1117184608300,,0,0,0,4,"yhjj927, yhjj894, yhjj860, yhjj833"
1304,1,yhjj842,1,3,100,SUCCESS,1,1200168999400,1200170009900,,0,0,0,3,"yhjj861, yhjj842, yhjj859"
1304,1,yhjj859,1,2,100,SUCCESS,2,1200169297400,1200169917800,,0,0,0,3,"yhjj861, yhjj842, yhjj859"
1304,1,yhjj861,1,4,100,SUCCESS,3,1200169306300,1200170074100,,0,0,0,3,"yhjj861, yhjj842, yhjj859"
1304,1,yhjj829,4,5,100,SUCCESS,4,1200177153100,1200177294800,,0,0,0,1,yhjj829
1304,1,yhjj853,5,6,100,SUCCESS,5,1200178734900,1200178858800,,0,0,0,1,yhjj853
1304,1,yhjj836,6,7,100,SUCCESS,6,1200179390100,1200179542400,,0,0,0,1,yhjj836
1304,1,yhjj874,7,8,100,SUCCESS,7,1200183191300,1200183357800,,0,0,0,1,yhjj874
1304,1,yhjj837,8,9,100,SUCCESS,8,1200191157200,1200192008800,,0,0,0,2,"yhjj822, yhjj837"
1304,1,yhjj822,8,10,100,SUCCESS,9,1200191971200,1200192083500,,0,0,0,2,"yhjj822, yhjj837"
1304,1,yhjj907,10,11,100,SUCCESS,10,1200193005400,1200193113500,,0,0,0,1,yhjj907
1304,1,yhjj892,11,12,100,SUCCESS,11,1200193297600,1200193399800,,0,0,0,1,yhjj892
1304,1,yhjj849,12,13,100,SUCCESS,12,1200194247600,1200194371300,,0,0,0,1,yhjj849
1304,1,yhjj848,13,14,100,SUCCESS,13,1200208244800,1200208354700,,0,0,0,2,"yhjj850, yhjj848"
1304,1,yhjj850,13,15,100,SUCCESS,14,1200208286500,1200208471600,,0,0,0,2,"yhjj850, yhjj848"
1304,1,yhjj847,15,16,100,SUCCESS,15,1200217333200,1200217429100,,0,0,0,1,yhjj847
1304,1,yhjj913,16,17,100,SUCCESS,16,1200218758900,1200218957300,,0,0,0,1,yhjj913
1304,1,yhjj820,17,18,100,SUCCESS,17,1200220665300,1200220779300,,0,0,0,1,yhjj820
1304,1,yhjj872,18,19,100,SUCCESS,18,1200220887100,1200220961900,,0,0,0,1,yhjj872
1304,1,yhjj851,19,20,100,SUCCESS,19,1200222825600,1200223240100,,0,0,0,1,yhjj851
1304,1,yhjj862,20,22,100,SUCCESS,20,1200223249800,1200229358500,,0,0,0,2,"yhjj898, yhjj862"
1304,2,yhjj898,20,21,100,SUCCESS,21,1200228880300,1200228967600,,0,0,0,2,"yhjj898, yhjj862"
1304,2,yhjj925,22,25,100,SUCCESS,22,1200237381500,1200239632200,,0,0,0,4,"yhjj897, yhjj925, yhjj930, yhjj882"
1304,2,yhjj930,22,30,100,SUCCESS,23,1200237562000,1200264743300,,0,0,0,6,"yhjj831, yhjj930, yhjj882, yhjj890, yhjj894, yhjj841"
1304,2,yhjj882,22,29,100,SUCCESS,24,1200237572900,1200259474500,,0,0,0,6,"yhjj831, yhjj930, yhjj882, yhjj890, yhjj894, yhjj841"
1304,2,yhjj832,22,23,100,SUCCESS,25,1200237885500,1200239013500,,0,0,0,4,"yhjj832, yhjj925, yhjj930, yhjj882"
1304,2,yhjj897,23,24,100,SUCCESS,26,1200239045000,1200239124600,,0,0,0,4,"yhjj897, yhjj925, yhjj930, yhjj882"
1304,2,yhjj875,25,27,100,SUCCESS,27,1200239993800,1200244338900,,0,0,0,4,"yhjj970, yhjj930, yhjj882, yhjj875"
1304,2,yhjj970,25,26,100,SUCCESS,28,1200240386400,1200240456200,,0,0,0,4,"yhjj970, yhjj930, yhjj882, yhjj875"
1304,2,yhjj900,27,28,100,SUCCESS,29,1200246195100,1200246274400,,0,0,0,3,"yhjj900, yhjj930, yhjj882"
1304,2,yhjj831,28,33,100,SUCCESS,30,1200247364200,1200285540900,,0,0,0,3,"yhjj841, yhjj831, yhjj894"
1304,2,yhjj890,30,31,100,SUCCESS,31,1200267465000,1200282369700,,0,0,0,2,"yhjj890, yhjj831"
1304,2,yhjj894,31,34,100,SUCCESS,32,1200282404800,1200286289500,,0,0,0,3,"yhjj841, yhjj831, yhjj894"
1304,2,yhjj841,31,32,100,SUCCESS,33,1200282725100,1200283401800,,0,0,0,3,"yhjj841, yhjj831, yhjj894"
1304,2,yhjj844,34,35,100,SUCCESS,34,1200290473100,1200290545700,,0,0,0,1,yhjj844
1304,2,yhjj833,35,36,100,SUCCESS,35,1200294094000,1200294163900,,0,0,0,1,yhjj833
1304,2,yhjj877,36,37,100,SUCCESS,36,1200299103200,1200299167200,,0,0,0,1,yhjj877
1304,2,yhjj840,37,38,100,SUCCESS,37,1200299385800,1200303074300,,0,0,0,1,yhjj840
1304,2,yhjj839,38,39,100,SUCCESS,38,1200312218200,1200312313500,,0,0,0,1,yhjj839
1304,2,yhjj884,39,40,100,SUCCESS,39,1200322882200,1200322958400,,0,0,0,1,yhjj884
1304,2,yhjj885,40,41,100,SUCCESS,40,1200326314500,1200326386400,,0,0,0,1,yhjj885
1304,3,yhjj887,41,42,100,SUCCESS,41,1200326621400,1200326691500,,0,0,0,1,yhjj887
1304,3,yhjj999,42,43,100,SUCCESS,42,1200329533500,1200329772600,,0,0,0,1,yhjj999
1304,3,yhjj932,43,44,100,SUCCESS,43,1200332722200,1200332927100,,0,0,0,1,yhjj932
1304,3,yhjj864,44,45,100,SUCCESS,44,1200338018800,1200338092300,,0,0,0,1,yhjj864
1304,3,yhjj895,45,46,100,SUCCESS,45,1200339309000,1200339388500,,0,0,0,1,yhjj895
1304,3,yhjj902,46,47,100,SUCCESS,46,1200342308700,1200342398700,,0,0,0,1,yhjj902
1304,3,yhjj823,47,48,100,SUCCESS,47,1200342662800,1200342734900,,0,0,0,1,yhjj823
1304,3,yhjj1008,48,49,100,SUCCESS,48,1200343245500,1200343322700,,0,0,0,1,yhjj1008
1304,3,yhjj973,49,50,100,SUCCESS,49,1200348500400,1200348580100,,0,0,0,1,yhjj973
1304,3,yhjj852,50,51,100,SUCCESS,50,1200349348500,1200349495200,,0,0,0,1,yhjj852
1304,3,yhjj910,51,52,100,SUCCESS,51,1200350506300,1200350671900,,0,0,0,1,yhjj910
1304,3,yhjj838,52,53,100,SUCCESS,52,1200351028900,1200351084800,,0,0,0,1,yhjj838
1304,3,yhjj1001,53,54,100,SUCCESS,53,1200354059100,1200354123000,,0,0,0,1,yhjj1001
1304,3,yhjj919,54,55,100,SUCCESS,54,1200354299900,1200354550900,,0,0,0,1,yhjj919
1304,3,yhjj865,55,56,100,SUCCESS,55,1200354842600,1200354900700,,0,0,0,1,yhjj865
