roomNumber,bin,user_id,prev_people,curr_people,expected_people,max_people,prev_entry_time,curr_entry_time,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end,anomaly_type,room_entry_sequence,lost_update_expected,lost_update_actual,lost_update_diff,contention_group_size,contention_user_ids,over_capacity_amount,over_capacity_curr,over_capacity_max,expected_curr_by_sequence,actual_curr_people,curr_sequence_diff,sorted_sequence_position,intervening_users_in_critical_section,intervening_user_count_critical,true_critical_section_duration_nanos
1172,9,yhjj873,100,100,,100,2025-07-12 06:08:34.857677+00:00,2025-07-12 06:08:34.857677+00:00,3986582912100,3986583048100,경합 발생 오류,164,,,,3,"yhjj868, yhjj873, yhjj999",,,,,,,,yhjj868,1,136000
1172,9,yhjj868,100,100,,100,2025-07-12 06:08:34.857677+00:00,2025-07-12 06:08:34.859720+00:00,3986583021100,3986583181000,경합 발생 오류,165,,,,2,"yhjj999, yhjj868",,,,,,,,"yhjj873, yhjj999",2,159900
1172,9,yhjj999,100,100,,100,2025-07-12 06:08:34.859720+00:00,2025-07-12 06:08:34.859720+00:00,3986583136400,3986583154700,경합 발생 오류,166,,,,2,"yhjj999, yhjj868",,,,,,,,yhjj868,1,18300
1172,9,yhjj1014,100,100,,100,2025-07-12 06:08:34.864643+00:00,2025-07-12 06:08:34.867575+00:00,3986590111900,3986591317000,경합 발생 오류,179,,,,4,"yhjj1004, yhjj1014, yhjj912, yhjj871",,,,,,,,"yhjj912, yhjj871, yhjj903, yhjj1004",4,1205100
1172,9,yhjj912,100,100,,100,2025-07-12 06:08:34.864643+00:00,2025-07-12 06:08:34.868023+00:00,3986590157100,3986591834000,경합 발생 오류,180,,,,3,"yhjj1010, yhjj912, yhjj871",,,,,,,,"yhjj1014, yhjj871, yhjj903, yhjj1004, yhjj1010",5,1676900
1172,10,yhjj871,100,100,,100,2025-07-12 06:08:34.864643+00:00,2025-07-12 06:08:34.868023+00:00,3986590174300,3986591886300,경합 발생 오류,181,,,,3,"yhjj1010, yhjj912, yhjj871",,,,,,,,"yhjj1014, yhjj912, yhjj903, yhjj1004, yhjj1010",5,1712000
1172,10,yhjj903,100,100,,100,2025-07-12 06:08:34.866844+00:00,2025-07-12 06:08:34.866844+00:00,3986590249600,3986590301500,경합 발생 오류,182,,,,4,"yhjj903, yhjj1014, yhjj912, yhjj871",,,,,,,,"yhjj1014, yhjj912, yhjj871",3,51900
1172,10,yhjj1004,100,100,,100,2025-07-12 06:08:34.867575+00:00,2025-07-12 06:08:34.867575+00:00,3986590959800,3986590995900,경합 발생 오류,183,,,,4,"yhjj1004, yhjj1014, yhjj912, yhjj871",,,,,,,,"yhjj1014, yhjj912, yhjj871",3,36100
1172,10,yhjj1010,100,100,,100,2025-07-12 06:08:34.868023+00:00,2025-07-12 06:08:34.868023+00:00,3986591604000,3986591624800,경합 발생 오류,184,,,,3,"yhjj1010, yhjj912, yhjj871",,,,,,,,"yhjj912, yhjj871",2,20800
1172,10,yhjj992,100,100,,100,2025-07-12 06:08:34.872026+00:00,2025-07-12 06:08:34.872026+00:00,3986596264000,3986596613600,경합 발생 오류,195,,,,3,"yhjj975, yhjj992, yhjj876",,,,,,,,"yhjj876, yhjj975",2,349600
1172,10,yhjj876,100,100,,100,2025-07-12 06:08:34.872026+00:00,2025-07-12 06:08:34.872026+00:00,3986596292900,3986596337100,경합 발생 오류,196,,,,3,"yhjj975, yhjj992, yhjj876",,,,,,,,"yhjj992, yhjj975",2,44200
1172,10,yhjj975,100,100,,100,2025-07-12 06:08:34.872026+00:00,2025-07-12 06:08:34.872026+00:00,3986596316700,3986596342100,경합 발생 오류,197,,,,3,"yhjj975, yhjj992, yhjj876",,,,,,,,"yhjj992, yhjj876",2,25400
1173,1,yhjj835,20,21,21.0,100,2025-07-12 06:10:31.241373+00:00,2025-07-12 06:10:31.241373+00:00,4102965662900,4102965729499,경합 발생 오류,20,,,,2,"yhjj899, yhjj835",,,,,,,,yhjj899,1,66599
1173,2,yhjj899,20,22,21.0,100,2025-07-12 06:10:31.241373+00:00,2025-07-12 06:10:31.242373+00:00,4102965681300,4102965798200,"값 불일치, 경합 발생 오류",21,21.0,22.0,1.0,2,"yhjj899, yhjj835",,,,,,,,yhjj835,1,116900
1173,2,yhjj960,24,26,25.0,100,2025-07-12 06:10:31.256416+00:00,2025-07-12 06:10:31.256416+00:00,4102979888300,4102980056300,"값 불일치, 경합 발생 오류, 상태 전이 오류",24,25.0,26.0,1.0,2,"yhjj911, yhjj960",,,,25.0,26.0,1.0,24.0,yhjj911,1,168000
1173,2,yhjj911,24,25,25.0,100,2025-07-12 06:10:31.256416+00:00,2025-07-12 06:10:31.256416+00:00,4102979895000,4102979948500,"경합 발생 오류, 상태 전이 오류",25,,,,2,"yhjj911, yhjj960",,,,26.0,25.0,-1.0,25.0,yhjj960,1,53500
1173,2,yhjj910,32,33,33.0,100,2025-07-12 06:10:31.263417+00:00,2025-07-12 06:10:31.263417+00:00,4102987165100,4102987288500,경합 발생 오류,32,,,,2,"yhjj892, yhjj910",,,,,,,,yhjj892,1,123400
1173,2,yhjj892,32,34,33.0,100,2025-07-12 06:10:31.263417+00:00,2025-07-12 06:10:31.263417+00:00,4102987170200,4102987254900,"값 불일치, 경합 발생 오류",33,33.0,34.0,1.0,2,"yhjj892, yhjj910",,,,,,,,yhjj910,1,84700
1173,2,yhjj909,36,37,37.0,100,2025-07-12 06:10:31.267415+00:00,2025-07-12 06:10:31.267415+00:00,4102991042200,4102991119600,경합 발생 오류,36,,,,2,"yhjj887, yhjj909",,,,,,,,yhjj887,1,77400
1173,2,yhjj887,36,38,37.0,100,2025-07-12 06:10:31.267415+00:00,2025-07-12 06:10:31.267415+00:00,4102991073600,4102991233699,"값 불일치, 경합 발생 오류",37,37.0,38.0,1.0,2,"yhjj887, yhjj909",,,,,,,,yhjj909,1,160099
1173,2,yhjj929,38,39,39.0,100,2025-07-12 06:10:31.268417+00:00,2025-07-12 06:10:31.268417+00:00,4102991834900,4102991972400,경합 발생 오류,38,,,,2,"yhjj891, yhjj929",,,,,,,,yhjj891,1,137500
1173,2,yhjj891,38,40,39.0,100,2025-07-12 06:10:31.268417+00:00,2025-07-12 06:10:31.268417+00:00,4102991890800,4102992026500,"값 불일치, 경합 발생 오류",39,39.0,40.0,1.0,2,"yhjj891, yhjj929",,,,,,,,yhjj929,1,135700
1173,3,yhjj950,44,45,45.0,100,2025-07-12 06:10:31.273416+00:00,2025-07-12 06:10:31.273416+00:00,4102997250100,4102997368100,경합 발생 오류,44,,,,3,"yhjj953, yhjj950, yhjj954",,,,,,,,"yhjj954, yhjj953",2,118000
1173,3,yhjj954,44,46,45.0,100,2025-07-12 06:10:31.273416+00:00,2025-07-12 06:10:31.273416+00:00,4102997289500,4102997489399,"값 불일치, 경합 발생 오류",45,45.0,46.0,1.0,3,"yhjj953, yhjj950, yhjj954",,,,,,,,"yhjj950, yhjj953",2,199899
1173,3,yhjj953,46,47,47.0,100,2025-07-12 06:10:31.273416+00:00,2025-07-12 06:10:31.273416+00:00,4102997333600,4102997587500,경합 발생 오류,46,,,,3,"yhjj953, yhjj950, yhjj954",,,,,,,,"yhjj950, yhjj954",2,253900
1173,3,yhjj890,48,50,49.0,100,2025-07-12 06:10:31.274415+00:00,2025-07-12 06:10:31.274415+00:00,4102997950100,4102998206300,"값 불일치, 경합 발생 오류, 상태 전이 오류",48,49.0,50.0,1.0,2,"yhjj995, yhjj890",,,,49.0,50.0,1.0,48.0,yhjj995,1,256200
1173,3,yhjj995,48,49,49.0,100,2025-07-12 06:10:31.274415+00:00,2025-07-12 06:10:31.274415+00:00,4102997998500,4102998143500,"경합 발생 오류, 상태 전이 오류",49,,,,2,"yhjj995, yhjj890",,,,50.0,49.0,-1.0,49.0,yhjj890,1,145000
1173,3,yhjj881,53,54,54.0,100,2025-07-12 06:10:31.277416+00:00,2025-07-12 06:10:31.277416+00:00,4103000826800,4103000998400,"경합 발생 오류, 상태 전이 오류",52,,,,2,"yhjj845, yhjj881",,,,53.0,54.0,1.0,52.0,yhjj845,1,171600
1173,3,yhjj845,52,53,53.0,100,2025-07-12 06:10:31.277416+00:00,2025-07-12 06:10:31.277416+00:00,4103000840900,4103000884000,"경합 발생 오류, 상태 전이 오류",53,,,,2,"yhjj845, yhjj881",,,,54.0,53.0,-1.0,53.0,yhjj881,1,43100
1173,3,yhjj907,58,59,59.0,100,2025-07-12 06:10:31.281416+00:00,2025-07-12 06:10:31.281416+00:00,4103004848900,4103005080100,"경합 발생 오류, 상태 전이 오류",57,,,,5,"yhjj918, yhjj907, yhjj868, yhjj931, yhjj922",,,,58.0,59.0,1.0,57.0,"yhjj868, yhjj918",2,231200
1173,3,yhjj868,57,58,58.0,100,2025-07-12 06:10:31.281416+00:00,2025-07-12 06:10:31.281416+00:00,4103004860500,4103004930200,"경합 발생 오류, 상태 전이 오류",58,,,,5,"yhjj918, yhjj907, yhjj868, yhjj931, yhjj922",,,,59.0,58.0,-1.0,58.0,"yhjj907, yhjj918",2,69700
1173,3,yhjj918,57,60,58.0,100,2025-07-12 06:10:31.281416+00:00,2025-07-12 06:10:31.281416+00:00,4103004867800,4103005277700,"값 불일치, 경합 발생 오류",59,58.0,60.0,2.0,3,"yhjj922, yhjj918, yhjj931",,,,,,,,"yhjj907, yhjj868, yhjj931, yhjj922",4,409900
1173,3,yhjj931,60,61,61.0,100,2025-07-12 06:10:31.281416+00:00,2025-07-12 06:10:31.281416+00:00,4103005219400,4103005264900,경합 발생 오류,60,,,,3,"yhjj922, yhjj918, yhjj931",,,,,,,,"yhjj918, yhjj922",2,45500
1173,4,yhjj922,61,62,62.0,100,2025-07-12 06:10:31.281416+00:00,2025-07-12 06:10:31.281416+00:00,4103005227800,4103005446999,경합 발생 오류,61,,,,3,"yhjj922, yhjj918, yhjj931",,,,,,,,"yhjj918, yhjj931",2,219199
1173,4,yhjj921,64,65,65.0,100,2025-07-12 06:10:31.283418+00:00,2025-07-12 06:10:31.283418+00:00,4103007064600,4103007209200,경합 발생 오류,64,,,,2,"yhjj996, yhjj921",,,,,,,,yhjj996,1,144600
1173,4,yhjj996,65,66,66.0,100,2025-07-12 06:10:31.283418+00:00,2025-07-12 06:10:31.283418+00:00,4103007191599,4103007353199,경합 발생 오류,65,,,,2,"yhjj996, yhjj921",,,,,,,,yhjj921,1,161600
1173,4,yhjj858,66,67,67.0,100,2025-07-12 06:10:31.283418+00:00,2025-07-12 06:10:31.284416+00:00,4103007755100,4103008123500,경합 발생 오류,66,,,,2,"yhjj990, yhjj858",,,,,,,,"yhjj984, yhjj990",2,368400
1173,4,yhjj984,67,68,68.0,100,2025-07-12 06:10:31.284416+00:00,2025-07-12 06:10:31.284416+00:00,4103007857500,4103007900400,경합 발생 오류,67,,,,2,"yhjj984, yhjj858",,,,,,,,yhjj858,1,42900
1173,4,yhjj990,68,69,69.0,100,2025-07-12 06:10:31.284416+00:00,2025-07-12 06:10:31.284416+00:00,4103008053599,4103008098399,경합 발생 오류,68,,,,2,"yhjj990, yhjj858",,,,,,,,yhjj858,1,44800
1173,4,yhjj831,71,72,72.0,100,2025-07-12 06:10:31.285417+00:00,2025-07-12 06:10:31.285417+00:00,4103009557100,4103009627000,경합 발생 오류,71,,,,2,"yhjj1003, yhjj831",,,,,,,,yhjj1003,1,69900
1173,4,yhjj1003,72,73,73.0,100,2025-07-12 06:10:31.285417+00:00,2025-07-12 06:10:31.285417+00:00,4103009596699,4103009724100,경합 발생 오류,72,,,,2,"yhjj1003, yhjj831",,,,,,,,yhjj831,1,127401
1173,5,yhjj981,84,85,85.0,100,2025-07-12 06:10:31.292417+00:00,2025-07-12 06:10:31.292417+00:00,4103016202800,4103016341700,경합 발생 오류,84,,,,3,"yhjj854, yhjj981, yhjj819",,,,,,,,"yhjj819, yhjj854",2,138900
1173,5,yhjj819,84,86,85.0,100,2025-07-12 06:10:31.292417+00:00,2025-07-12 06:10:31.292417+00:00,4103016228700,4103016292800,"값 불일치, 경합 발생 오류",85,85.0,86.0,1.0,3,"yhjj854, yhjj981, yhjj819",,,,,,,,"yhjj981, yhjj854",2,64100
1173,5,yhjj854,86,87,87.0,100,2025-07-12 06:10:31.292417+00:00,2025-07-12 06:10:31.292417+00:00,4103016231900,4103016412300,경합 발생 오류,86,,,,3,"yhjj854, yhjj981, yhjj819",,,,,,,,"yhjj981, yhjj819",2,180400
1173,5,yhjj825,91,92,92.0,100,2025-07-12 06:10:31.293415+00:00,2025-07-12 06:10:31.293415+00:00,4103017152200,4103017581500,"경합 발생 오류, 상태 전이 오류",90,,,,3,"yhjj997, yhjj825, yhjj947",,,,91.0,92.0,1.0,90.0,"yhjj947, yhjj997",2,429300
1173,5,yhjj947,90,93,91.0,100,2025-07-12 06:10:31.293415+00:00,2025-07-12 06:10:31.293415+00:00,4103017193300,4103017632500,"값 불일치, 경합 발생 오류, 상태 전이 오류",91,91.0,93.0,2.0,3,"yhjj997, yhjj825, yhjj947",,,,92.0,93.0,1.0,91.0,"yhjj825, yhjj997",2,439200
1173,5,yhjj997,90,91,91.0,100,2025-07-12 06:10:31.293415+00:00,2025-07-12 06:10:31.293415+00:00,4103017265000,4103017306800,"경합 발생 오류, 상태 전이 오류",92,,,,3,"yhjj997, yhjj825, yhjj947",,,,93.0,91.0,-2.0,92.0,"yhjj825, yhjj947",2,41800
1173,5,yhjj836,94,99,95.0,100,2025-07-12 06:10:31.294417+00:00,2025-07-12 06:10:31.295416+00:00,4103017802300,4103018814100,"값 불일치, 경합 발생 오류, 상태 전이 오류",94,95.0,99.0,4.0,3,"yhjj1008, yhjj836, yhjj884",,,,95.0,99.0,4.0,94.0,"yhjj948, yhjj965, yhjj896, yhjj884, yhjj1008",5,1011800
1173,5,yhjj948,94,95,95.0,100,2025-07-12 06:10:31.294417+00:00,2025-07-12 06:10:31.294417+00:00,4103017836300,4103017907600,"경합 발생 오류, 상태 전이 오류",95,,,,2,"yhjj948, yhjj836",,,,96.0,95.0,-1.0,95.0,yhjj836,1,71300
1173,5,yhjj965,95,96,96.0,100,2025-07-12 06:10:31.294417+00:00,2025-07-12 06:10:31.294417+00:00,4103018039700,4103018095000,"경합 발생 오류, 상태 전이 오류",96,,,,2,"yhjj965, yhjj836",,,,97.0,96.0,-1.0,96.0,yhjj836,1,55300
1173,5,yhjj896,96,97,97.0,100,2025-07-12 06:10:31.294417+00:00,2025-07-12 06:10:31.294417+00:00,4103018135999,4103018189100,"경합 발생 오류, 상태 전이 오류",97,,,,2,"yhjj896, yhjj836",,,,98.0,97.0,-1.0,97.0,yhjj836,1,53101
1173,5,yhjj884,99,100,100.0,100,2025-07-12 06:10:31.294417+00:00,2025-07-12 06:10:31.295416+00:00,4103018657100,4103018897300,"경합 발생 오류, 상태 전이 오류",98,,,,3,"yhjj1008, yhjj836, yhjj884",,,,99.0,100.0,1.0,98.0,"yhjj836, yhjj1008",2,240200
1173,5,yhjj1008,97,98,98.0,100,2025-07-12 06:10:31.294417+00:00,2025-07-12 06:10:31.294417+00:00,4103018698500,4103018766500,"경합 발생 오류, 상태 전이 오류",99,,,,3,"yhjj1008, yhjj836, yhjj884",,,,100.0,98.0,-2.0,99.0,"yhjj836, yhjj884",2,68000
1173,5,yhjj962,100,100,,100,2025-07-12 06:10:31.295416+00:00,2025-07-12 06:10:31.295416+00:00,4103019085500,4103019487800,경합 발생 오류,100,,,,4,"yhjj894, yhjj962, yhjj846, yhjj833",,,,,,,,"yhjj846, yhjj833, yhjj894",3,402300
1173,6,yhjj846,100,100,,100,2025-07-12 06:10:31.295416+00:00,2025-07-12 06:10:31.295416+00:00,4103019231399,4103019590099,경합 발생 오류,101,,,,4,"yhjj894, yhjj962, yhjj846, yhjj833",,,,,,,,"yhjj962, yhjj833, yhjj894",3,358700
1173,6,yhjj833,100,100,,100,2025-07-12 06:10:31.295416+00:00,2025-07-12 06:10:31.296417+00:00,4103019260400,4103019998099,경합 발생 오류,102,,,,2,"yhjj857, yhjj833",,,,,,,,"yhjj962, yhjj846, yhjj894, yhjj857",4,737699
1173,6,yhjj894,100,100,,100,2025-07-12 06:10:31.295416+00:00,2025-07-12 06:10:31.295416+00:00,4103019279400,4103019304300,경합 발생 오류,103,,,,4,"yhjj894, yhjj962, yhjj846, yhjj833",,,,,,,,"yhjj962, yhjj846, yhjj833",3,24900
1173,6,yhjj857,100,100,,100,2025-07-12 06:10:31.296417+00:00,2025-07-12 06:10:31.296417+00:00,4103019891799,4103019911700,경합 발생 오류,104,,,,2,"yhjj857, yhjj833",,,,,,,,yhjj833,1,19901
1173,6,yhjj828,100,100,,100,2025-07-12 06:10:31.298416+00:00,2025-07-12 06:10:31.298416+00:00,4103022512599,4103022748000,경합 발생 오류,113,,,,2,"yhjj940, yhjj828",,,,,,,,yhjj940,1,235401
1173,6,yhjj940,100,100,,100,2025-07-12 06:10:31.298416+00:00,2025-07-12 06:10:31.298416+00:00,4103022527100,4103022549399,경합 발생 오류,114,,,,2,"yhjj940, yhjj828",,,,,,,,yhjj828,1,22299
1173,6,yhjj926,100,100,,100,2025-07-12 06:10:31.299415+00:00,2025-07-12 06:10:31.299415+00:00,4103023618899,4103023677400,경합 발생 오류,116,,,,2,"yhjj927, yhjj926",,,,,,,,yhjj927,1,58501
1173,6,yhjj927,100,100,,100,2025-07-12 06:10:31.299415+00:00,2025-07-12 06:10:31.300417+00:00,4103023668000,4103023818700,경합 발생 오류,117,,,,2,"yhjj927, yhjj926",,,,,,,,yhjj926,1,150700
1173,7,yhjj945,100,100,,100,2025-07-12 06:10:31.300417+00:00,2025-07-12 06:10:31.300417+00:00,4103024294699,4103024756500,경합 발생 오류,121,,,,2,"yhjj878, yhjj945",,,,,,,,"yhjj880, yhjj878",2,461801
1173,7,yhjj880,100,100,,100,2025-07-12 06:10:31.300417+00:00,2025-07-12 06:10:31.300417+00:00,4103024525099,4103024568099,경합 발생 오류,122,,,,2,"yhjj880, yhjj945",,,,,,,,yhjj945,1,43000
1173,7,yhjj878,100,100,,100,2025-07-12 06:10:31.300417+00:00,2025-07-12 06:10:31.300417+00:00,4103024658900,4103024677900,경합 발생 오류,123,,,,2,"yhjj878, yhjj945",,,,,,,,yhjj945,1,19000
1173,7,yhjj1007,100,100,,100,2025-07-12 06:10:31.302416+00:00,2025-07-12 06:10:31.302416+00:00,4103025812199,4103025848600,경합 발생 오류,127,,,,3,"yhjj848, yhjj1007, yhjj895",,,,,,,,yhjj848,1,36401
1173,7,yhjj848,100,100,,100,2025-07-12 06:10:31.302416+00:00,2025-07-12 06:10:31.302416+00:00,4103025816999,4103025982200,경합 발생 오류,128,,,,2,"yhjj895, yhjj848",,,,,,,,"yhjj1007, yhjj895",2,165201
1173,7,yhjj895,100,100,,100,2025-07-12 06:10:31.302416+00:00,2025-07-12 06:10:31.302416+00:00,4103025905800,4103025928500,경합 발생 오류,129,,,,2,"yhjj895, yhjj848",,,,,,,,yhjj848,1,22700
1173,7,yhjj985,100,100,,100,2025-07-12 06:10:31.302416+00:00,2025-07-12 06:10:31.303417+00:00,4103026638500,4103027242400,경합 발생 오류,131,,,,2,"yhjj913, yhjj985",,,,,,,,"yhjj976, yhjj956, yhjj913",3,603900
1173,7,yhjj976,100,100,,100,2025-07-12 06:10:31.302416+00:00,2025-07-12 06:10:31.302416+00:00,4103026675600,4103026698700,경합 발생 오류,132,,,,2,"yhjj976, yhjj985",,,,,,,,yhjj985,1,23100
1173,7,yhjj956,100,100,,100,2025-07-12 06:10:31.302416+00:00,2025-07-12 06:10:31.302416+00:00,4103026733900,4103026754400,경합 발생 오류,133,,,,2,"yhjj956, yhjj985",,,,,,,,yhjj985,1,20500
1173,7,yhjj913,100,100,,100,2025-07-12 06:10:31.303417+00:00,2025-07-12 06:10:31.303417+00:00,4103027156800,4103027216200,경합 발생 오류,134,,,,2,"yhjj913, yhjj985",,,,,,,,yhjj985,1,59400
1173,7,yhjj963,100,100,,100,2025-07-12 06:10:31.305416+00:00,2025-07-12 06:10:31.305416+00:00,4103028899600,4103029006600,경합 발생 오류,137,,,,3,"yhjj925, yhjj963, yhjj856",,,,,,,,"yhjj856, yhjj925",2,107000
1173,7,yhjj856,100,100,,100,2025-07-12 06:10:31.305416+00:00,2025-07-12 06:10:31.305416+00:00,4103028944599,4103029091700,경합 발생 오류,138,,,,3,"yhjj925, yhjj963, yhjj856",,,,,,,,"yhjj963, yhjj925",2,147101
1173,7,yhjj925,100,100,,100,2025-07-12 06:10:31.305416+00:00,2025-07-12 06:10:31.305416+00:00,4103028962300,4103029169400,경합 발생 오류,139,,,,3,"yhjj925, yhjj963, yhjj856",,,,,,,,"yhjj963, yhjj856",2,207100
1173,8,yhjj974,100,100,,100,2025-07-12 06:10:31.306416+00:00,2025-07-12 06:10:31.306416+00:00,4103030719900,4103030755900,경합 발생 오류,143,,,,2,"yhjj906, yhjj974",,,,,,,,yhjj906,1,36000
1173,8,yhjj906,100,100,,100,2025-07-12 06:10:31.306416+00:00,2025-07-12 06:10:31.307415+00:00,4103030731799,4103030821499,경합 발생 오류,144,,,,2,"yhjj906, yhjj974",,,,,,,,yhjj974,1,89700
1173,8,yhjj944,100,100,,100,2025-07-12 06:10:31.307415+00:00,2025-07-12 06:10:31.308416+00:00,4103031760199,4103031915400,경합 발생 오류,146,,,,3,"yhjj1013, yhjj944, yhjj999",,,,,,,,"yhjj999, yhjj1013",2,155201
1173,8,yhjj999,100,100,,100,2025-07-12 06:10:31.307415+00:00,2025-07-12 06:10:31.308416+00:00,4103031777100,4103031816500,경합 발생 오류,147,,,,3,"yhjj1013, yhjj944, yhjj999",,,,,,,,"yhjj944, yhjj1013",2,39400
1173,8,yhjj1013,100,100,,100,2025-07-12 06:10:31.308416+00:00,2025-07-12 06:10:31.308416+00:00,4103031807200,4103032101099,경합 발생 오류,148,,,,3,"yhjj1013, yhjj944, yhjj999",,,,,,,,"yhjj944, yhjj999",2,293899
1173,8,yhjj983,100,100,,100,2025-07-12 06:10:31.309415+00:00,2025-07-12 06:10:31.310422+00:00,4103033687400,4103034020400,경합 발생 오류,155,,,,3,"yhjj1005, yhjj983, yhjj937",,,,,,,,"yhjj991, yhjj1005",2,333000
1173,8,yhjj991,100,100,,100,2025-07-12 06:10:31.309415+00:00,2025-07-12 06:10:31.309415+00:00,4103033724300,4103033744499,경합 발생 오류,156,,,,2,"yhjj991, yhjj983",,,,,,,,yhjj983,1,20199
1173,8,yhjj1005,100,100,,100,2025-07-12 06:10:31.310422+00:00,2025-07-12 06:10:31.310422+00:00,4103033840899,4103034252100,경합 발생 오류,157,,,,6,"yhjj937, yhjj1005, yhjj967, yhjj840, yhjj988, yhjj957",,,,,,,,"yhjj983, yhjj937",2,411201
1173,8,yhjj937,100,100,,100,2025-07-12 06:10:31.310422+00:00,2025-07-12 06:10:31.313481+00:00,4103034076799,4103036857200,경합 발생 오류,158,,,,2,"yhjj957, yhjj937",,,,,,,,"yhjj1005, yhjj967, yhjj840, yhjj988, yhjj957",5,2780401
1173,8,yhjj967,100,100,,100,2025-07-12 06:10:31.310422+00:00,2025-07-12 06:10:31.310422+00:00,4103034329700,4103034412199,경합 발생 오류,159,,,,2,"yhjj967, yhjj937",,,,,,,,yhjj937,1,82499
1173,8,yhjj840,100,100,,100,2025-07-12 06:10:31.310422+00:00,2025-07-12 06:10:31.310422+00:00,4103034461800,4103034488300,경합 발생 오류,160,,,,2,"yhjj840, yhjj937",,,,,,,,yhjj937,1,26500
1173,9,yhjj988,100,100,,100,2025-07-12 06:10:31.310422+00:00,2025-07-12 06:10:31.310422+00:00,4103034590600,4103034661800,경합 발생 오류,161,,,,2,"yhjj988, yhjj937",,,,,,,,yhjj937,1,71200
1173,9,yhjj957,100,100,,100,2025-07-12 06:10:31.311482+00:00,2025-07-12 06:10:31.311482+00:00,4103035626300,4103035647500,경합 발생 오류,162,,,,2,"yhjj957, yhjj937",,,,,,,,yhjj937,1,21200
1173,9,yhjj1002,100,100,,100,2025-07-12 06:10:31.315480+00:00,2025-07-12 06:10:31.315480+00:00,4103039424300,4103040600399,경합 발생 오류,164,,,,3,"yhjj900, yhjj1002, yhjj930",,,,,,,,"yhjj930, yhjj1018, yhjj900",3,1176099
1173,9,yhjj930,100,100,,100,2025-07-12 06:10:31.315480+00:00,2025-07-12 06:10:31.315480+00:00,4103039429300,4103040057600,경합 발생 오류,165,,,,3,"yhjj900, yhjj1002, yhjj930",,,,,,,,"yhjj1002, yhjj1018, yhjj900",3,628300
1173,9,yhjj1018,100,100,,100,2025-07-12 06:10:31.315480+00:00,2025-07-12 06:10:31.315480+00:00,4103039802999,4103039869900,경합 발생 오류,166,,,,3,"yhjj1018, yhjj1002, yhjj930",,,,,,,,"yhjj1002, yhjj930",2,66901
1173,9,yhjj900,100,100,,100,2025-07-12 06:10:31.315480+00:00,2025-07-12 06:10:31.315480+00:00,4103040009200,4103040839399,경합 발생 오류,167,,,,3,"yhjj900, yhjj1002, yhjj930",,,,,,,,"yhjj1002, yhjj930",2,830199
1173,9,yhjj1000,100,100,,100,2025-07-12 06:10:31.319652+00:00,2025-07-12 06:10:31.319652+00:00,4103043856999,4103043896100,경합 발생 오류,171,,,,2,"yhjj873, yhjj1000",,,,,,,,yhjj873,1,39101
1173,9,yhjj873,100,100,,100,2025-07-12 06:10:31.319652+00:00,2025-07-12 06:10:31.319652+00:00,4103043871900,4103044040000,경합 발생 오류,172,,,,2,"yhjj873, yhjj1000",,,,,,,,yhjj1000,1,168100
1173,9,yhjj955,100,100,,100,2025-07-12 06:10:31.322135+00:00,2025-07-12 06:10:31.322135+00:00,4103047105300,4103047205300,경합 발생 오류,174,,,,2,"yhjj952, yhjj955",,,,,,,,yhjj952,1,100000
1173,9,yhjj952,100,100,,100,2025-07-12 06:10:31.322135+00:00,2025-07-12 06:10:31.322135+00:00,4103047120899,4103047143800,경합 발생 오류,175,,,,2,"yhjj952, yhjj955",,,,,,,,yhjj955,1,22901
1173,9,yhjj982,100,100,,100,2025-07-12 06:10:31.324172+00:00,2025-07-12 06:10:31.332055+00:00,4103047588900,4103055737599,경합 발생 오류,177,,,,5,"yhjj860, yhjj982, yhjj986, yhjj971, yhjj902",,,,,,,,"yhjj822, yhjj934, yhjj869, yhjj986, yhjj989, yhjj866, yhjj978, yhjj893, yhjj992, yhjj939, yhjj964, yhjj972, yhjj870, yhjj951, yhjj971, yhjj902, yhjj998, yhjj860",18,8148699
1173,9,yhjj822,100,100,,100,2025-07-12 06:10:31.324172+00:00,2025-07-12 06:10:31.324172+00:00,4103047633600,4103047665700,경합 발생 오류,178,,,,3,"yhjj934, yhjj982, yhjj822",,,,,,,,"yhjj982, yhjj934",2,32100
1173,9,yhjj934,100,100,,100,2025-07-12 06:10:31.324172+00:00,2025-07-12 06:10:31.324172+00:00,4103047640600,4103047676700,경합 발생 오류,179,,,,3,"yhjj934, yhjj982, yhjj822",,,,,,,,"yhjj982, yhjj822",2,36100
1173,9,yhjj869,100,100,,100,2025-07-12 06:10:31.324172+00:00,2025-07-12 06:10:31.324172+00:00,4103047886900,4103047913300,경합 발생 오류,180,,,,2,"yhjj869, yhjj982",,,,,,,,yhjj982,1,26400
1173,10,yhjj986,100,100,,100,2025-07-12 06:10:31.324172+00:00,2025-07-12 06:10:31.332055+00:00,4103048427300,4103055797100,경합 발생 오류,181,,,,5,"yhjj860, yhjj982, yhjj986, yhjj971, yhjj902",,,,,,,,"yhjj982, yhjj989, yhjj866, yhjj978, yhjj893, yhjj992, yhjj939, yhjj964, yhjj972, yhjj870, yhjj951, yhjj971, yhjj902, yhjj998, yhjj860",15,7369800
